Id,pais,provincia_departamento,ciudad,property_type,operation_type,rooms,bedrooms,bathrooms,surface_total,currency,price
9837,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,Venta,1.0,1.0,1.0,40.0,USD,100000.0
9838,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,3.0,210.0,USD,330306.0
9839,Argentina,Capital Federal,Retiro,Departamento,Venta,5.0,3.0,3.0,133.0,USD,350000.0
9840,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,1.0,1.0,1.0,24.0,USD,40000.0
9841,Colombia,Antioquia,Envigado,Apartamento,Venta,3.0,3.0,2.0,87.0,USD,105973.0
9842,Argentina,Capital Federal,Belgrano,Departamento,Venta,4.0,3.0,2.0,240.0,USD,825000.0
9843,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,35.0,USD,75000.0
9844,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,1.0,38.0,USD,85900.0
9845,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,38.0,USD,69000.0
9846,Argentina,Capital Federal,Palermo,Departamento,Venta,3.0,2.0,1.0,63.0,USD,190000.0
9847,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,3.0,2.0,2.0,70.0,USD,138000.0
9848,Argentina,Capital Federal,Villa General Mitre,Departamento,Venta,1.0,1.0,1.0,28.0,USD,69000.0
9849,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,4.0,4.0,4.0,159.0,USD,227085.0
9850,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,1.0,1.0,2.0,66.0,USD,148637.0
9851,Argentina,Capital Federal,Villa Lugano,Departamento,Venta,3.0,2.0,1.0,49.0,USD,72000.0
9852,Argentina,Capital Federal,Parque Centenario,Departamento,Venta,3.0,2.0,2.0,90.0,USD,225000.0
9853,Colombia,Cundinamarca,Chía,Apartamento,Venta,3.0,3.0,2.0,61.0,USD,50096.0
9854,Argentina,Capital Federal,Palermo,Departamento,Venta,3.0,2.0,1.0,58.0,USD,163000.0
9855,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,1.0,46.0,USD,84000.0
9856,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,3.0,100.0,USD,145885.0
9857,Colombia,Valle del Cauca,Cali,Apartamento,Venta,1.0,1.0,1.0,43.0,USD,85329.0
9858,Colombia,Antioquia,Medellín,Apartamento,Venta,3.0,3.0,2.0,112.0,USD,74319.0
9859,Argentina,Capital Federal,Villa Crespo,Departamento,Venta,3.0,2.0,1.0,55.0,USD,105000.0
9860,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,4.0,4.0,5.0,239.0,USD,440407.0
9861,Argentina,Santa Fe,Rosario,Departamento,Venta,5.0,2.0,3.0,221.0,USD,400000.0
9862,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,3.0,119.0,USD,144509.0
9863,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,34.0,USD,49500.0
9864,Argentina,Capital Federal,Boca,Departamento,Venta,2.0,1.0,1.0,50.0,USD,75000.0
9865,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,Venta,1.0,1.0,1.0,33.0,USD,50160.0
9866,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,2.0,90.0,USD,79824.0
9867,Colombia,Risaralda,Pereira,Apartamento,Venta,4.0,4.0,4.0,236.0,USD,302780.0
9868,Argentina,Capital Federal,Recoleta,Departamento,Venta,1.0,1.0,1.0,25.0,USD,68999.0
9869,Colombia,Valle del Cauca,Cali,Apartamento,Venta,2.0,2.0,2.0,88.0,USD,88081.0
9870,Colombia,Antioquia,Medellín,Apartamento,Venta,3.0,3.0,4.0,165.0,USD,206441.0
9871,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,3.0,150.0,USD,107349.0
9872,Argentina,Capital Federal,Almagro,Departamento,Venta,5.0,4.0,1.0,95.0,USD,178000.0
9873,Argentina,Capital Federal,Recoleta,Departamento,Venta,1.0,1.0,1.0,26.0,USD,79000.0
9874,Argentina,Capital Federal,Monserrat,Departamento,Venta,3.0,2.0,1.0,77.0,USD,169000.0
9875,Argentina,Capital Federal,Recoleta,Departamento,Venta,6.0,3.0,2.0,189.0,USD,410000.0
9876,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,2.0,92.0,USD,90834.0
9877,Argentina,Capital Federal,Parque Chacabuco,Departamento,Venta,3.0,2.0,1.0,69.0,USD,80000.0
9878,Colombia,Santander,Piedecuesta,Apartamento,Venta,3.0,3.0,1.0,65.0,USD,28902.0
9879,Colombia,Atlántico,Barranquilla,Apartamento,Venta,2.0,2.0,2.0,114.0,USD,96339.0
9880,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,Departamento,Venta,4.0,3.0,3.0,126.0,USD,380000.0
9881,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,Venta,4.0,2.0,1.0,95.0,USD,98000.0
9882,Argentina,Capital Federal,Floresta,Departamento,Venta,4.0,3.0,1.0,61.0,USD,147000.0
9883,Argentina,Río Negro,San Carlos de Bariloche,Departamento,Venta,2.0,1.0,1.0,77.0,USD,154000.0
9884,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,2.0,63.0,USD,47894.0
9885,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,1.0,55.0,USD,33031.0
9886,Colombia,Valle del Cauca,Cali,Apartamento,Venta,2.0,2.0,2.0,100.0,USD,66061.0
9887,Argentina,Capital Federal,Villa Crespo,Departamento,Venta,2.0,1.0,1.0,36.0,USD,87000.0
9888,Argentina,Capital Federal,Balvanera,Departamento,Venta,2.0,1.0,1.0,31.0,USD,65000.0
9889,Argentina,Capital Federal,Palermo,Departamento,Venta,1.0,1.0,1.0,27.0,USD,77000.0
9890,Argentina,Capital Federal,Balvanera,Departamento,Venta,5.0,4.0,1.0,130.0,USD,250000.0
9891,Colombia,Antioquia,Medellín,Apartamento,Venta,3.0,3.0,4.0,190.0,USD,302780.0
9892,Colombia,Antioquia,Medellín,Apartamento,Venta,4.0,4.0,3.0,140.0,USD,115607.0
9893,Argentina,Capital Federal,Recoleta,Departamento,Venta,1.0,1.0,1.0,30.0,USD,110000.0
9894,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Departamento,Venta,2.0,1.0,1.0,42.0,USD,67900.0
9895,Argentina,Capital Federal,Villa Crespo,Departamento,Venta,2.0,1.0,1.0,39.0,USD,63000.0
9896,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,Venta,3.0,2.0,1.0,65.0,USD,176000.0
9897,Argentina,Mendoza,Godoy Cruz,Departamento,Venta,3.0,2.0,1.0,70.0,USD,50000.0
9898,Argentina,Capital Federal,Villa Devoto,Departamento,Venta,1.0,1.0,1.0,35.0,USD,83000.0
9899,Argentina,Santa Fe,Rosario,Departamento,Venta,1.0,1.0,1.0,37.0,USD,52805.0
9900,Argentina,Capital Federal,Palermo,Departamento,Venta,2.0,1.0,1.0,45.0,USD,119000.0
9901,Argentina,Capital Federal,Belgrano,Departamento,Venta,4.0,3.0,1.0,99.0,USD,275000.0
9902,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,4.0,4.0,4.0,215.0,USD,316543.0
9903,Argentina,Capital Federal,Colegiales,Departamento,Venta,3.0,2.0,2.0,65.0,USD,197000.0
9904,Colombia,Risaralda,Pereira,Apartamento,Venta,2.0,2.0,2.0,76.0,USD,63309.0
9905,Colombia,Antioquia,Bello,Apartamento,Venta,3.0,3.0,2.0,77.0,USD,68814.0
9906,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,Venta,2.0,1.0,1.0,41.0,USD,75000.0
9907,Colombia,Antioquia,La Estrella,Apartamento,Venta,2.0,2.0,2.0,77.0,USD,101844.0
9908,Argentina,Capital Federal,Parque Centenario,Departamento,Venta,4.0,3.0,3.0,101.0,USD,230000.0
9909,Argentina,Córdoba,Córdoba,Departamento,Venta,1.0,1.0,1.0,44.0,USD,11111.0
9910,Argentina,Bs.As. G.B.A. Zona Norte,San Miguel,Departamento,Venta,2.0,1.0,2.0,45.0,USD,110000.0
9911,Argentina,Capital Federal,Palermo,Departamento,Venta,3.0,2.0,2.0,66.0,USD,190000.0
9912,Argentina,Bs.As. G.B.A. Zona Sur,Berazategui,Departamento,Venta,3.0,2.0,2.0,91.0,USD,195000.0
9913,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,3.0,110.0,USD,97798.0
9914,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,4.0,145.0,USD,151390.0
9915,Argentina,Capital Federal,San Telmo,Departamento,Venta,2.0,1.0,1.0,42.0,USD,80000.0
9916,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,40.0,USD,70000.0
9917,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,3.0,114.0,USD,139004.0
9918,Argentina,Bs.As. G.B.A. Zona Oeste,Merlo,Departamento,Venta,3.0,2.0,1.0,44.0,USD,55000.0
9919,Argentina,Bs.As. G.B.A. Zona Sur,San Vicente,Departamento,Venta,3.0,2.0,2.0,65.0,USD,109000.0
9920,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,1.0,36.0,USD,73900.0
9921,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,48.0,USD,95000.0
9922,Colombia,Atlántico,Barranquilla,Apartamento,Venta,2.0,2.0,1.0,50.0,USD,35783.0
9923,Argentina,Buenos Aires Interior,Bahía Blanca,Departamento,Venta,1.0,1.0,1.0,30.0,USD,59000.0
9924,Colombia,Antioquia,Envigado,Apartamento,Venta,2.0,2.0,3.0,90.0,USD,153317.0
9925,Colombia,Antioquia,Envigado,Apartamento,Venta,1.0,1.0,2.0,76.0,USD,151390.0
9926,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,4.0,3.0,2.0,83.0,USD,132000.0
9927,Colombia,Cundinamarca,Cajicá,Apartamento,Venta,3.0,3.0,2.0,90.0,USD,82576.0
9928,Argentina,Santa Fe,Rosario,Departamento,Venta,4.0,3.0,2.0,115.0,USD,201000.0
9929,Argentina,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,Departamento,Venta,3.0,2.0,2.0,90.0,USD,225000.0
9930,Colombia,Valle del Cauca,Cali,Apartamento,Venta,2.0,2.0,1.0,45.0,USD,20644.0
9931,Argentina,Capital Federal,Villa Crespo,Departamento,Venta,3.0,2.0,2.0,95.0,USD,149000.0
9932,Argentina,Capital Federal,Almagro,Departamento,Venta,2.0,1.0,1.0,56.0,USD,138000.0
9933,Argentina,Bs.As. G.B.A. Zona Norte,Pilar,Departamento,Venta,2.0,1.0,1.0,50.0,USD,85000.0
9934,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Departamento,Venta,2.0,1.0,1.0,48.0,USD,156000.0
9935,Argentina,Capital Federal,Barrio Norte,Departamento,Venta,2.0,1.0,1.0,40.0,USD,225000.0
9936,Argentina,Capital Federal,Caballito,Departamento,Venta,3.0,2.0,1.0,50.0,USD,131990.0
9937,Argentina,Bs.As. G.B.A. Zona Norte,San Miguel,Departamento,Venta,1.0,1.0,1.0,32.0,USD,53000.0
9938,Argentina,Capital Federal,Puerto Madero,Departamento,Venta,3.0,2.0,2.0,127.0,USD,700000.0
9939,Argentina,Córdoba,Córdoba,Departamento,Venta,2.0,1.0,1.0,45.0,USD,75000.0
9940,Colombia,Antioquia,Medellín,Apartamento,Venta,3.0,3.0,4.0,129.0,USD,198183.0
9941,Colombia,Santander,Bucaramanga,Apartamento,Venta,4.0,4.0,3.0,102.0,USD,77071.0
9942,Colombia,Antioquia,Envigado,Apartamento,Venta,3.0,3.0,2.0,81.0,USD,113955.0
9943,Argentina,Capital Federal,Palermo,Departamento,Venta,2.0,1.0,1.0,37.0,USD,134000.0
9944,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,1.0,1.0,1.0,22.0,USD,39000.0
9945,Argentina,Bs.As. G.B.A. Zona Norte,Pilar,Departamento,Venta,3.0,1.0,1.0,42.0,USD,52000.0
9946,Argentina,Bs.As. G.B.A. Zona Sur,Avellaneda,Departamento,Venta,3.0,2.0,1.0,88.0,USD,170000.0
9947,Colombia,Valle del Cauca,Cali,Apartamento,Venta,4.0,4.0,4.0,240.0,USD,60556.0
9948,Colombia,Atlántico,Barranquilla,Apartamento,Venta,2.0,2.0,3.0,77.0,USD,82576.0
9949,Argentina,Capital Federal,San Telmo,Departamento,Venta,2.0,1.0,1.0,34.0,USD,60000.0
9950,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,35.0,USD,72000.0
9951,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,41.0,USD,54000.0
9952,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,4.0,4.0,5.0,193.0,USD,272502.0
9953,Argentina,Capital Federal,Puerto Madero,Departamento,Venta,5.0,4.0,5.0,236.0,USD,1550000.0
9954,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,2.0,2.0,3.0,128.0,USD,220204.0
9955,Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,Venta,2.0,1.0,1.0,31.0,USD,88000.0
9956,Colombia,Valle del Cauca,Cali,Apartamento,Venta,2.0,2.0,2.0,72.0,USD,59730.0
9957,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,Venta,2.0,1.0,1.0,42.0,USD,139000.0
9958,Argentina,Capital Federal,Barrio Norte,Departamento,Venta,2.0,1.0,1.0,34.0,USD,140000.0
9959,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,4.0,1.0,1.0,150.0,USD,200000.0
9960,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,Venta,3.0,2.0,2.0,75.0,USD,255000.0
9961,Argentina,Bs.As. G.B.A. Zona Norte,Escobar,Departamento,Venta,3.0,2.0,2.0,68.0,USD,105000.0
9962,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Departamento,Venta,3.0,2.0,1.0,96.0,USD,300000.0
9963,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,4.0,243.0,USD,440407.0
9964,Argentina,Capital Federal,Belgrano,Departamento,Venta,2.0,1.0,1.0,47.0,USD,209000.0
9965,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,43.0,USD,56000.0
9966,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Departamento,Venta,2.0,1.0,1.0,50.0,USD,100000.0
9967,Argentina,Buenos Aires Interior,San Miguel del Monte,Departamento,Venta,2.0,1.0,1.0,40.0,USD,165000.0
9968,Colombia,Antioquia,Itagui,Apartamento,Venta,2.0,2.0,2.0,86.0,USD,63309.0
9969,Argentina,Capital Federal,San Nicolás,Departamento,Venta,1.0,1.0,1.0,15.0,USD,45000.0
9970,Argentina,Capital Federal,Tribunales,Departamento,Venta,2.0,1.0,1.0,34.0,USD,64500.0
9971,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,4.0,250.0,USD,412882.0
9972,Argentina,Santa Fe,Rosario,Departamento,Venta,3.0,2.0,1.0,81.0,USD,118000.0
9973,Argentina,Capital Federal,Recoleta,Departamento,Venta,1.0,1.0,1.0,27.0,USD,85000.0
9974,Argentina,Capital Federal,Floresta,Departamento,Venta,1.0,1.0,1.0,32.0,USD,60000.0
9975,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,2.0,2.0,1.0,63.0,USD,110102.0
9976,Argentina,Bs.As. G.B.A. Zona Norte,San Miguel,Departamento,Venta,2.0,1.0,1.0,33.0,USD,57000.0
9977,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,2.0,68.0,USD,63309.0
9978,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,1.0,48.0,USD,52298.0
9979,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,3.0,235.0,USD,522984.0
9980,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,4.0,185.0,USD,217451.0
9981,Argentina,Capital Federal,Parque Chacabuco,Departamento,Venta,2.0,1.0,1.0,41.0,USD,89500.0
9982,Argentina,Capital Federal,Parque Centenario,Departamento,Venta,3.0,2.0,1.0,50.0,USD,139000.0
9983,Argentina,Capital Federal,Villa Real,Departamento,Venta,2.0,1.0,1.0,40.0,USD,63000.0
9984,Colombia,Cundinamarca,Mosquera,Apartamento,Venta,3.0,3.0,2.0,48.0,USD,33031.0
9985,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,1.0,1.0,1.0,30.0,USD,75000.0
9986,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,4.0,116.0,USD,175612.0
9987,Argentina,Capital Federal,Palermo,Departamento,Venta,3.0,2.0,2.0,60.0,USD,130000.0
9988,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,2.0,98.0,USD,174787.0
9989,Argentina,Capital Federal,Villa Crespo,Departamento,Venta,2.0,1.0,1.0,42.0,USD,114000.0
9990,Argentina,Bs.As. G.B.A. Zona Sur,Berazategui,Departamento,Venta,2.0,1.0,1.0,61.0,USD,73000.0
9991,Argentina,Capital Federal,Almagro,Departamento,Venta,2.0,1.0,1.0,51.0,USD,165000.0
9992,Argentina,Capital Federal,Caballito,Departamento,Venta,3.0,2.0,2.0,93.0,USD,350000.0
9993,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Departamento,Venta,4.0,3.0,1.0,56.0,USD,88000.0
9994,Argentina,Capital Federal,Villa del Parque,Departamento,Venta,3.0,2.0,1.0,60.0,USD,137000.0
9995,Argentina,Capital Federal,Villa Crespo,Departamento,Venta,3.0,2.0,1.0,51.0,USD,121900.0
9996,Colombia,Atlántico,Soledad,Apartamento,Venta,3.0,3.0,2.0,65.0,USD,34407.0
9997,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Departamento,Venta,3.0,2.0,2.0,80.0,USD,315000.0
9998,Argentina,Santa Fe,Rosario,Departamento,Venta,1.0,1.0,1.0,29.0,USD,36220.0
9999,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,1.0,1.0,1.0,38.0,USD,70190.0
10000,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,Venta,3.0,2.0,2.0,74.0,USD,240000.0
10001,Argentina,Capital Federal,Barrio Norte,Departamento,Venta,4.0,3.0,3.0,150.0,USD,420000.0
10002,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,35.0,USD,64000.0
10003,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,2.0,90.0,USD,82301.0
10004,Argentina,Santa Fe,Rosario,Departamento,Venta,4.0,3.0,3.0,173.0,USD,450000.0
10005,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,Venta,4.0,3.0,2.0,78.0,USD,150000.0
10006,Colombia,Antioquia,Bello,Apartamento,Venta,2.0,2.0,1.0,42.0,USD,31654.0
10007,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Departamento,Venta,2.0,1.0,1.0,39.0,USD,66500.0
10008,Argentina,Capital Federal,Palermo,Departamento,Venta,3.0,2.0,2.0,90.0,USD,233000.0
10009,Argentina,Capital Federal,Belgrano,Departamento,Venta,2.0,1.0,1.0,41.0,USD,95000.0
10010,Argentina,Capital Federal,Palermo,Departamento,Venta,2.0,1.0,1.0,59.0,USD,180000.0
10011,Argentina,Capital Federal,Caballito,Departamento,Venta,4.0,3.0,1.0,114.0,USD,247000.0
10012,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,2.0,93.0,USD,88081.0
10013,Argentina,Capital Federal,Recoleta,Departamento,Venta,2.0,1.0,1.0,31.0,USD,110000.0
10014,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,3.0,2.0,2.0,67.0,USD,145000.0
10015,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,Venta,2.0,1.0,1.0,44.0,USD,88000.0
10016,Colombia,Valle del Cauca,Cali,Apartamento,Venta,2.0,2.0,2.0,90.0,USD,161024.0
10017,Argentina,Buenos Aires Costa Atlántica,Valeria del Mar,Departamento,Venta,3.0,2.0,1.0,75.0,USD,130000.0
10018,Argentina,Capital Federal,Parque Centenario,Departamento,Venta,3.0,2.0,1.0,56.0,USD,137000.0
10019,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,2.0,94.0,USD,93587.0
10020,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,34.0,USD,49500.0
10021,Colombia,Atlántico,Barranquilla,Apartamento,Venta,2.0,2.0,3.0,94.0,USD,129094.0
10022,Argentina,Capital Federal,Almagro,Departamento,Venta,2.0,1.0,1.0,32.0,USD,85000.0
10023,Argentina,Capital Federal,Recoleta,Departamento,Venta,2.0,1.0,1.0,38.0,USD,105000.0
10024,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,1.0,1.0,2.0,81.0,USD,192678.0
10025,Argentina,Capital Federal,Paternal,Departamento,Venta,2.0,1.0,1.0,43.0,USD,85000.0
10026,Argentina,Capital Federal,San Nicolás,Departamento,Venta,4.0,3.0,1.0,67.0,USD,94000.0
10027,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,2.0,75.0,USD,61932.0
10028,Argentina,Bs.As. G.B.A. Zona Sur,Esteban Echeverría,Departamento,Venta,2.0,1.0,1.0,40.0,USD,72000.0
10029,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,1.0,50.0,USD,59000.0
10030,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,1.0,53.0,USD,95000.0
10031,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,2.0,80.0,USD,66061.0
10032,Colombia,Valle del Cauca,Cali,Apartamento,Venta,2.0,2.0,2.0,65.0,USD,57803.0
10033,Colombia,Cundinamarca,Chía,Apartamento,Venta,3.0,3.0,2.0,61.0,USD,50922.0
10034,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,3.0,129.0,USD,108175.0
10035,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Departamento,Venta,2.0,1.0,1.0,33.0,USD,62000.0
10036,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,50.0,USD,80000.0
10037,Argentina,Capital Federal,San Cristobal,Departamento,Venta,2.0,1.0,1.0,35.0,USD,60900.0
10038,Argentina,Santa Fe,Rosario,Departamento,Venta,3.0,2.0,2.0,65.0,USD,87000.0
10039,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Departamento,Venta,2.0,1.0,1.0,42.0,USD,73000.0
10040,Argentina,Capital Federal,Recoleta,Departamento,Venta,1.0,1.0,1.0,24.0,USD,92900.0
10041,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,1.0,46.0,USD,123900.0
10042,Colombia,Antioquia,Medellín,Apartamento,Venta,2.0,2.0,2.0,77.0,USD,101844.0
10043,Argentina,Capital Federal,Palermo,Departamento,Venta,2.0,1.0,1.0,47.0,USD,115000.0
10044,Colombia,Valle del Cauca,Cali,Apartamento,Venta,3.0,3.0,2.0,92.0,USD,50922.0
10045,Argentina,Buenos Aires Costa Atlántica,Mar de Ajó,Departamento,Venta,1.0,1.0,1.0,26.0,USD,35000.0
10046,Colombia,Valle del Cauca,Cali,Apartamento,Venta,2.0,2.0,2.0,77.0,USD,71566.0
10047,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,34.0,USD,49500.0
10048,Colombia,Valle del Cauca,Cali,Apartamento,Venta,2.0,2.0,2.0,50.0,USD,46243.0
10049,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,1.0,41.0,USD,68500.0
10050,Argentina,Capital Federal,Centro / Microcentro,Departamento,Venta,2.0,1.0,1.0,31.0,USD,73000.0
10051,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,36.0,USD,63000.0
10052,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,2.0,1.0,1.0,42.0,USD,79900.0
10053,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,4.0,4.0,2.0,83.0,USD,77071.0
10054,Colombia,Antioquia,Envigado,Apartamento,Venta,3.0,3.0,2.0,73.0,USD,75695.0
10055,Argentina,Capital Federal,Palermo,Departamento,Venta,2.0,1.0,1.0,37.0,USD,115000.0
10056,Argentina,Neuquén,Añelo,Departamento,Venta,2.0,1.0,1.0,45.0,USD,75000.0
10057,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,Venta,1.0,1.0,1.0,26.0,USD,55000.0
10058,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,1.0,1.0,2.0,93.0,USD,233966.0
10059,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,3.0,94.0,USD,82576.0
10060,Argentina,Capital Federal,Parque Chas,Departamento,Venta,1.0,1.0,1.0,38.0,USD,91500.0
10061,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,35.0,USD,64000.0
10062,Colombia,Cundinamarca,Chía,Apartamento,Venta,2.0,2.0,1.0,46.0,USD,41288.0
10063,Argentina,Capital Federal,Belgrano,Departamento,Venta,3.0,2.0,2.0,107.0,USD,570000.0
10064,Colombia,Valle del Cauca,Cali,Apartamento,Venta,2.0,2.0,3.0,120.0,USD,187173.0
10065,Argentina,Capital Federal,Almagro,Departamento,Venta,2.0,1.0,1.0,42.0,USD,130000.0
10066,Colombia,Atlántico,Barranquilla,Apartamento,Venta,1.0,1.0,1.0,41.0,USD,37159.0
10067,Colombia,Antioquia,Sabaneta,Apartamento,Venta,3.0,3.0,2.0,80.0,USD,55051.0
10068,Argentina,Capital Federal,Congreso,Departamento,Venta,3.0,2.0,1.0,97.0,USD,177000.0
10069,Argentina,Santa Fe,Rosario,Departamento,Venta,10.0,4.0,2.0,205.0,USD,390000.0
10070,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Departamento,Venta,2.0,1.0,1.0,56.0,USD,260000.0
10071,Argentina,Capital Federal,Nuñez,Departamento,Venta,1.0,1.0,1.0,38.0,USD,134900.0
10072,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,2.0,2.0,2.0,83.0,USD,123865.0
10073,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,2.0,103.0,USD,127993.0
10074,Colombia,Cundinamarca,Bogotá D.C,Apartamento,Venta,3.0,3.0,2.0,143.0,USD,178915.0
10075,Argentina,Capital Federal,Recoleta,Departamento,Venta,4.0,3.0,3.0,266.0,USD,915975.0
10076,Argentina,Santa Fe,Rosario,Departamento,Venta,2.0,1.0,1.0,34.0,USD,47000.0
10077,Argentina,Capital Federal,Belgrano,Departamento,Venta,2.0,1.0,1.0,33.0,USD,90000.0
10078,Argentina,Capital Federal,Villa Crespo,Departamento,Venta,2.0,1.0,1.0,32.0,USD,85000.0
10079,Colombia,Atlántico,Barranquilla,Apartamento,Venta,3.0,3.0,2.0,90.0,USD,68814.0
