App,Category,Rating,Reviews,Type,content_rating,new_genres,date_update,new_day,new_year,size_kb,new_installs,new_price,new_month_num,new_version,new_subversion,min_android
"Ultimate Public Campgrounds (Over 37,100 in US&CA)",Travel_and_local,1,213,Paid,Everyone,Travel & Local,2018-08-05,5,2018,6100,5000,3.99,8,1,8,4.4
Who viewed my fb profile pro★★,Family,1,6396,Free,Everyone,Entertainment,2017-08-17,17,2017,4200,1e+05,0,8,24,4,4.1
Fly Delta,Travel_and_local,0,27560,Free,Everyone,Travel & Local,2018-07-31,31,2018,46000,5e+06,0,7,4,13,5
Chrome Canary (Unstable),Productivity,1,21866,Free,Everyone,Productivity,2018-08-04,4,2018,,1e+06,0,8,,0,
Aw Restaurant,Family,1,4,Free,Everyone,Casual,2018-02-06,6,2018,43000,100,0,2,1,0,4
Clue,Game,1,19922,Paid,Everyone 10+,Board,2018-07-30,30,2018,35000,1e+05,1.99,7,2,2,5
Guns'n'Glory Heroes Premium,Family,1,923,Paid,Everyone,Strategy,2017-11-09,9,2017,,10000,2.99,11,,,
CF Life,Family,1,4,Free,Everyone,Education,2018-06-27,27,2018,8300,100,0,6,3,8,4.1
The EU Relocation Programme,Family,1,27,Free,Everyone,Education,2016-07-28,28,2016,12000,1000,0,7,1,0,4
MY LITTLE PONY: Magic Princess,Family,1,1309728,Free,Everyone,Casual,2018-07-11,11,2018,,5e+07,0,7,,,
First Tech Federal CU,Finance,1,4290,Free,Everyone,Finance,2018-07-19,19,2018,24000,50000,0,7,,5,5
Quran for All (Al-Huda Int.),Family,1,6696,Free,Everyone,Education,2018-02-07,7,2018,5300,1e+05,0,2,3,1,4
DZ Popup Video Player,Video_players,1,83,Free,Everyone,Video Players & Editors,2018-05-16,16,2018,4500,5000,0,5,4,6,4.1
FK Željezničar,Sports,1,1420,Free,Everyone,Sports,2018-07-12,12,2018,20000,10000,0,7,2,5,4.2
Axe Wallpaper,Personalization,1,9,Free,Teen,Personalization,2017-02-03,3,2017,12000,100,0,2,2,6,4
Destiny Ninja Shall we date otome games love story,Game,1,13079,Free,Everyone 10+,Adventure,2018-04-20,20,2018,30000,5e+05,0,4,1,6,4
CD Padel Mora,Sports,1,1,Free,Everyone,Sports,2018-06-14,14,2018,7200,50,0,6,7,3,4
JackThreads: Men's Shopping,Shopping,0,13085,Free,Teen,Shopping,2017-11-08,8,2017,2700,1e+06,0,11,5,1,
Hunting Safari 3D,Sports,1,36183,Free,Teen,Sports,2018-01-20,20,2018,20000,5e+06,0,1,1,4,2.1
AP World History: Practice Tests and Flashcards,Family,1,21,Free,Everyone,Education,2018-07-03,3,2018,5400,5000,0,7,1,6,4.1
Florida DMV Permit Test -Fl,Family,1,87,Free,Everyone,Education,2018-02-15,15,2018,30000,10000,0,2,6,0,4.4
Relaxing Sounds,Health_and_fitness,1,4642,Free,Everyone,Health & Fitness,2017-03-11,11,2017,40000,1e+05,0,3,1,,4.1
Sago Mini Hat Maker,Education,1,11,Paid,Everyone,Education,2017-07-24,24,2017,63000,1000,3.99,7,1,0,
LEGO® TV,Entertainment,0,17247,Free,Everyone 10+,Entertainment,2018-08-04,4,2018,7200,1e+06,0,8,4,0,5
Pureness Pacify (Android P) - Theme for Xperia™,Personalization,1,0,Paid,Everyone,Personalization,2018-07-23,23,2018,3600,1,1.49,7,1,2,6
INFAMY RO,Family,1,2167,Free,Everyone,Role Playing,2017-12-14,14,2017,3700,50000,0,12,,,4.3
Cloud DX Connected Health,Health_and_fitness,1,6,Free,Everyone,Health & Fitness,2017-07-19,19,2017,11000,100,0,7,1,7,4.4
Brandon Lakes AH,Medical,0,5,Free,Everyone,Medical,2017-05-05,5,2017,27000,100,0,5,,0,
CKZ ORIGINS,Game,1,219821,Free,Mature 17+,Action,2013-10-28,28,2013,10000,1e+06,0,10,2,0,2.1
Fu*** Weather (Funny Weather),Weather,1,20001,Free,Mature 17+,Weather,2018-07-26,26,2018,,1e+06,0,7,,,
Trazado de tuberia El Tubero,Tools,1,313,Paid,Everyone,Tools,2015-03-29,29,2015,4400,10000,1.97,3,4,1,1.5
All Social Networks,Social,1,22492,Free,Everyone,Social,2018-05-21,21,2018,1500,1e+06,0,5,2,4,4
DashClock Widget,Personalization,1,62301,Free,Everyone,Personalization,2016-05-11,11,2016,1900,1e+06,0,5,1,7,4.2
Retro City Rampage DX,Game,1,416,Paid,Teen,Action,2017-01-12,12,2017,16000,10000,2.99,1,1,0,4
Bu Hangi Dizi ?,Game,1,14,Free,Everyone,Trivia,2018-05-04,4,2018,19000,1000,0,5,3,1,
Funny Jokes,Family,0,2505,Free,Mature 17+,Entertainment,2018-06-18,18,2018,2900,1e+05,0,6,1,2,4.1
Arizona DMV Permit Test - AZ,Family,1,109,Free,Everyone,Education,2018-02-15,15,2018,30000,10000,0,2,6,0,4.4
Keep Trainer - Workout Trainer & Fitness Coach,Health_and_fitness,1,14810,Free,Everyone,Health & Fitness,2018-07-24,24,2018,,1e+06,0,7,,,
BAR-B-Q Recipes,Food_and_drink,1,0,Free,Everyone,Food & Drink,2018-01-30,30,2018,3600,100,0,1,1,0,4
Nike+ Run Club,Health_and_fitness,1,708674,Free,Everyone,Health & Fitness,2018-07-12,12,2018,,1e+07,0,7,2,17,4.4
meStudying: AP English Lit,Family,1,1,Paid,Everyone,Education,2013-08-31,31,2013,655,10,4.99,8,1,3,
DEER HUNTER CLASSIC,Game,1,3941129,Free,Teen,Action,2018-07-16,16,2018,77000,5e+07,0,7,3,12,3
Low Blood Pressure Symptoms,Medical,1,28,Free,Everyone,Medical,2015-01-20,20,2015,2300,10000,0,1,1,0,3
AG test,Tools,1,3,Free,Everyone,Tools,2017-10-18,18,2017,18000,100,0,10,1,0,4.1
Alarmy (Sleep If U Can) - Pro,Lifestyle,1,10249,Paid,Everyone,Lifestyle,2018-07-30,30,2018,,10000,2.49,7,,,
BF Abstract 3d Pictures,Family,1,72,Free,Teen,Entertainment,2015-06-18,18,2015,2500,10000,0,6,5,1,3
MetaTrader 5,Finance,1,42410,Free,Everyone,Finance,2018-08-03,3,2018,,1e+06,0,8,,,
BZ Bingo,Family,1,1,Free,Everyone,Entertainment,2018-04-03,3,2018,17000,100,0,4,1,3,
A-Z App Store,Productivity,0,2728,Free,Everyone,Productivity,2016-10-05,5,2016,4400,5e+05,0,10,1,0,4.1
"Maps, GPS Navigation & Directions, Street View",Maps_and_navigation,1,207440,Free,Everyone,Maps & Navigation,2018-07-23,23,2018,6400,1e+07,0,7,7,0,4
Il Coccodrillo Come Fa,Family,0,17,Free,Everyone,Entertainment,2014-11-21,21,2014,246,1000,0,11,1,0,4
Poteau BA,Family,1,3,Free,Everyone,Education,2017-07-16,16,2017,4000,500,0,7,1,0,5
CR Monitor,Auto_and_vehicles,1,1,Free,Everyone,Auto & Vehicles,2018-04-27,27,2018,2800,5,0,4,1,0,4
Nighty Night Circus,Family,1,382,Paid,Everyone,Education,2017-03-07,7,2017,15000,10000,2.99,3,2,6,2.3
Diseño de columnas NTC - RSEE 2017,Productivity,1,6,Paid,Everyone,Productivity,2018-03-26,26,2018,2800,100,0.99,3,2,0,4.1
Disc Label Print,Tools,0,262,Free,Everyone,Tools,2016-09-20,20,2016,37000,10000,0,9,1,0,4
BF 3d View Wallpapers,Family,1,4,Free,Teen,Entertainment,2015-06-18,18,2015,2500,1000,0,6,4,6,3
Discovery Church Florida,Lifestyle,1,40,Free,Teen,Lifestyle,2018-06-25,25,2018,8000,1000,0,6,3,8,4.1
Radio BN,Family,1,53,Free,Everyone,Entertainment,2018-01-12,12,2018,4200,5000,0,1,1,0,4.4
B & W Filter for Photo Editor Pro,Personalization,1,65,Free,Everyone,Personalization,2018-05-02,2,2018,7600,5000,0,5,1,0,4.1
BJ Grand Salon Mobile App,Beauty,1,1,Free,Everyone,Beauty,2018-06-14,14,2018,15000,100,0,6,1,0,5
DrivingTest,Family,0,975,Free,Everyone,Simulation,2017-02-27,27,2017,45000,1e+05,0,2,5,,4.1
Automagic * Automation,Tools,1,1947,Paid,Everyone,Tools,2018-05-19,19,2018,,10000,3.9,5,,,
HESI A2 Pocket Prep,Medical,1,2108,Free,Everyone,Medical,2018-05-02,2,2018,28000,50000,0,5,4,5,4.4
Ad Blocker Turbo - Adblocker Browser,Communication,0,107,Free,Everyone,Communication,2018-01-29,29,2018,44000,10000,0,1,1,0,4.1
Ring,Communication,0,517,Free,Everyone,Communication,2018-08-06,6,2018,35000,10000,0,8,,,4.4
Asphalt 8: Airborne,Game,1,8389714,Free,Teen,Racing,2018-07-04,4,2018,92000,1e+08,0,7,3,7,
Carrier Air Conditioner,Tools,0,362,Free,Everyone,Tools,2018-01-15,15,2018,7800,1e+05,0,1,,,4
van Gennip Textiles BV,Lifestyle,1,1,Free,Everyone,Lifestyle,2018-06-28,28,2018,4000,100,0,6,1,1,4.1
Top Popular Ringtones 2018 Free 🔥,Libraries_and_demo,1,7396,Free,Everyone,Libraries & Demo,2018-07-06,6,2018,22000,5e+05,0,7,5,28,
Cartoon Wars 3,Family,1,137674,Free,Teen,Role Playing,2018-07-04,4,2018,72000,5e+06,0,7,2,0,2.3
"Resume Maker:Free CV Maker,Templates Builder",Business,1,715,Free,Everyone,Business,2018-08-01,1,2018,7100,1e+05,0,8,1,8,
Papyrus Ex,Tools,1,1092,Free,Everyone,Tools,2012-06-27,27,2012,190,1e+05,0,6,2,3,2.1
Resume Free,Productivity,1,27820,Free,Everyone,Productivity,2018-07-29,29,2018,4700,1e+06,0,7,2,1,
Dr. ES PV Calculator,Tools,1,19,Free,Everyone,Tools,2018-03-11,11,2018,11000,500,0,3,3,4,4.1
Vikings: an Archer's Journey,Game,1,10256,Free,Everyone,Action,2017-12-11,11,2017,39000,1e+06,0,12,2,1,4.3
AdWords Express,Business,1,7149,Free,Everyone,Business,2018-07-31,31,2018,11000,1e+06,0,7,2,6,4
FE CREDIT - TET VUI,Finance,1,125,Free,Everyone,Finance,2018-03-06,6,2018,15000,50000,0,3,1,2,4.1
CF.lumen,Tools,1,4901,Free,Everyone,Tools,2017-02-09,9,2017,1900,1e+05,0,2,3,,5
EF Catalogues · Kataloge,Business,1,15,Free,Everyone,Business,2016-09-21,21,2016,4300,500,0,9,1,0,4
Sweet Baby Girl Newborn Baby,Family,0,36028,Free,Everyone,Education,2018-07-02,2,2018,50000,5e+06,0,7,1,3,4.4
EP Radio,Family,1,3,Free,Everyone,Entertainment,2018-03-26,26,2018,154,50,0,3,1,0,3
Z Ringtones PREMIUM 2018,Personalization,1,10158,Free,Everyone,Personalization,2018-03-01,1,2018,3600,5e+05,0,3,1,5,
Call Free – Free Call,Communication,1,30209,Free,Everyone,Communication,2018-07-28,28,2018,15000,5e+06,0,7,1,3,4.1
Digg,News_and_magazines,0,6105,Free,Teen,News & Magazines,2016-03-11,11,2016,,1e+05,0,3,,,
MiniMovie - Free Video and Slideshow Editor,Video_players,1,504823,Free,Everyone,Video Players & Editors,2017-12-13,13,2017,,5e+07,0,12,,,
Goodbox - Mega App,Communication,1,3429,Free,Everyone,Communication,2018-03-08,8,2018,,1e+05,0,3,1,10,4.2
FVD Ad-Free,Tools,1,1774,Paid,Everyone,Tools,2017-10-05,5,2017,4100,10000,1.99,10,4,4,3
lifebox,Productivity,1,56403,Free,Everyone,Productivity,2018-07-27,27,2018,49000,5e+06,0,7,4,0,4.4
My Talking Angela,Game,1,9881829,Free,Everyone,Casual,2018-07-03,3,2018,99000,1e+08,0,7,3,7,4.1
Hangouts Dialer - Call Phones,Communication,0,122498,Free,Everyone,Communication,2015-09-02,2,2015,79,1e+07,0,9,0,1,
OE TRACKER CE Attendance App,Medical,0,16,Free,Everyone,Medical,2018-03-20,20,2018,7800,5000,0,3,1,3,4.4
Speeding Joyride & Car Meet App,Dating,1,3,Free,Mature 17+,Dating,2018-07-20,20,2018,25000,100,0,7,1,2,4.1
EO Bijbel Open,Lifestyle,1,102,Free,Everyone,Lifestyle,2016-11-24,24,2016,41000,10000,0,11,2,0,
The DJ - Match with People,Dating,1,0,Free,Mature 17+,Dating,2018-08-02,2,2018,9800,50,0,8,1,2,4.1
Neon-R (Red),Personalization,1,25,Paid,Everyone,Personalization,2015-03-12,12,2015,41000,100,0.99,3,1,0,
Habbo - Virtual World,Family,0,159398,Free,Teen,Role Playing,2018-05-30,30,2018,28000,5e+06,0,5,2,22,4.2
Cy-Fair VFD EMS Protocols,Medical,1,2,Free,Everyone 10+,Medical,2017-09-21,21,2017,20000,100,0,9,1,8,4.1
Ultimate Chest Tracker,Productivity,1,40328,Free,Everyone,Productivity,2016-10-17,17,2016,23000,1e+06,0,10,1,9,2.3
Santa Fe FCU Mobile Banking,Finance,1,12,Free,Everyone,Finance,2018-01-22,22,2018,9000,1000,0,1,1,18,4
Read Unlimitedly! Kids'n Books,Family,0,7462,Free,Everyone,Education,2018-02-16,16,2018,31000,1e+06,0,2,3,42,2.3
EC - Encumbrance Search - telangana state,Business,0,45,Free,Everyone,Business,2017-06-18,18,2017,5500,10000,0,6,1,0,2.3
Avast Mobile Security 2018 - Antivirus & App Lock,Tools,1,5180480,Free,Everyone,Tools,2018-08-01,1,2018,26000,1e+08,0,8,6,11,4.1
Paramedic Pocket Prep,Medical,1,460,Free,Everyone,Medical,2018-07-12,12,2018,13000,10000,0,7,4,5,4.4
Live Golf Scores - US & European Golf,Sports,1,798,Free,Everyone 10+,Sports,2018-08-01,1,2018,4700,50000,0,8,3,5,4
EBook For SAP BW ON HANA Learning Free,Family,1,0,Free,Everyone,Education,2018-04-02,2,2018,10000,50,0,4,1,0,4
"f.lux (preview, root-only)",Health_and_fitness,0,5559,Free,Everyone,Health & Fitness,2016-03-15,15,2016,3700,5e+05,0,3,22,0,
Mama Lala 's song,Libraries_and_demo,1,102,Free,Everyone,Libraries & Demo,2018-07-01,1,2018,21000,50000,0,7,6,0,2.3
Android P Home KLWP,Personalization,1,0,Paid,Everyone,Personalization,2018-04-14,14,2018,2100,5,1.49,4,,,5
Ay,Video_players,0,11,Free,Teen,Video Players & Editors,2018-05-04,4,2018,3600,5000,0,5,1,0,2.3
Digital TV,Entertainment,0,5241,Free,Everyone,Entertainment,2018-06-06,6,2018,,5e+06,0,6,,,6
ac remote control,Tools,0,9514,Free,Everyone,Tools,2018-07-11,11,2018,7000,5e+05,0,7,,,
"HelloTalk — Chat, Speak & Learn Foreign Languages",Education,1,84309,Free,Everyone,Education,2018-07-25,25,2018,41000,5e+06,0,7,2,6,4.1
DU Privacy-hide apps、sms、file,Video_players,1,21762,Free,Everyone,Video Players & Editors,2017-08-16,16,2017,,1e+06,0,8,,,
Dr. Panda Ice Cream Truck Free,Family,1,23022,Free,Everyone,Role Playing,2018-08-02,2,2018,80000,1e+06,0,8,2,16,4.1
BibApp TU BS,Family,1,16,Free,Everyone,Education,2014-12-15,15,2014,3500,1000,0,12,2,0,4
U-48 Submarine Commander Free,Game,0,4575,Free,Everyone,Arcade,2017-10-07,7,2017,3800,5e+05,0,10,1,24,
BkEmu - BK-0010/11M emulator,Family,1,222,Free,Everyone,Entertainment,2016-02-07,7,2016,1400,10000,0,2,0,4,2.1
SA HLA BU,Books_and_reference,1,119,Free,Everyone,Books & Reference,2017-09-21,21,2017,1500,1000,0,9,1,0,4.1
Funny Quotes Free,Entertainment,1,23666,Free,Teen,Entertainment,2018-05-04,4,2018,3600,1e+06,0,5,8,1,4
PS4 Second Screen,Family,0,11773,Free,Everyone,Entertainment,2018-06-13,13,2018,3300,1e+06,0,6,18,6,4.1
Dr. Seuss's ABC,Family,1,429,Paid,Everyone,Books & Reference,2018-02-26,26,2018,12000,10000,3.99,2,2,5,
Pharmacy CI - Pharmacies de garde Côte d'Ivoire,Health_and_fitness,1,5509,Free,Everyone,Health & Fitness,2018-07-03,3,2018,3200,1e+05,0,7,4,7,
iCard BD Plus,Social,1,2,Free,Everyone,Social,2016-07-15,15,2016,2400,500,0,7,3,7,2
Pocket Lab Values,Medical,1,214,Paid,Everyone,Medical,2012-11-22,22,2012,899,10000,2.99,11,2,5,2.1
Radiological Anatomy For FRCR1,Medical,1,12,Paid,Everyone,Medical,2014-01-22,22,2014,44000,100,6.99,1,1,3,4
"Even - organize your money, get paid early",Finance,1,12304,Free,Everyone,Finance,2018-08-02,2,2018,21000,1e+05,0,8,6,0,5
AE Jewels,Game,1,960,Free,Everyone,Action,2015-08-20,20,2015,18000,50000,0,8,1,0,3
HD Video Downloader : 2018 Best video mate,Video_players,0,430643,Free,Everyone,Video Players & Editors,2018-05-31,31,2018,4900,5e+07,0,5,2,5,4.1
amazer - Global Kpop Video Community,Video_players,1,1215,Free,Everyone 10+,Video Players & Editors,2018-07-20,20,2018,23000,1e+05,0,7,1,5,4.1
Numerica CU,Finance,0,472,Free,Everyone,Finance,2018-02-21,21,2018,8600,50000,0,2,5,0,4
EL NORTE,News_and_magazines,0,2436,Free,Everyone,News & Magazines,2018-06-26,26,2018,,1e+05,0,6,,,
"Calculator - free calculator ,multi calculator app",Tools,1,1236,Free,Everyone,Tools,2018-07-06,6,2018,5800,1e+05,0,7,8,1,4.2
Race the Traffic Moto,Game,0,270687,Free,Teen,Racing,2018-07-20,20,2018,38000,1e+07,0,7,1,0,
Family Guy The Quest for Stuff,Game,0,995002,Free,Mature 17+,Adventure,2018-07-25,25,2018,,1e+07,0,7,1,,4.1
FreedomPop Friends for Free Data,Tools,1,58,Free,Everyone,Tools,2018-07-24,24,2018,2500,5000,0,7,,7,4.1
EF Events,Events,1,7,Free,Teen,Events,2017-10-05,5,2017,4400,100,0,10,,,
Safe365 – Cell Phone GPS Locator For Your Family,Parenting,1,11501,Free,Everyone,Parenting,2018-07-30,30,2018,11000,1e+06,0,7,3,7,
Blogaway for Android (Blogger),Social,0,4253,Free,Teen,Social,2018-05-31,31,2018,4100,1e+05,0,5,7,0,
ADP Mobile Solutions,Business,1,85185,Free,Everyone,Business,2018-07-17,17,2018,29000,5e+06,0,7,3,4,5
"SKOUT - Meet, Chat, Go Live",Social,1,1064049,Free,Mature 17+,Social,2018-07-28,28,2018,,5e+07,0,7,,,
Speed Test - WiFi / Cellular speed test,Tools,1,24226,Free,Everyone,Tools,2017-06-27,27,2017,,1e+06,0,6,1,0,
BV MAAp,Business,1,9,Free,Everyone,Business,2015-12-04,4,2015,4200,100,0,12,1,1,4.1
Axe Champ Hit,Game,1,1,Free,Everyone,Arcade,2018-05-25,25,2018,15000,100,0,5,0,1,4.1
Evie Launcher,Personalization,1,139258,Free,Everyone,Personalization,2018-08-03,3,2018,,5e+06,0,8,,,4.4
Learn programming,Education,1,12733,Free,Everyone,Education,2018-05-20,20,2018,,1e+06,0,5,,,
SuperBikers 2,Game,0,6200,Free,Everyone 10+,Racing,2018-07-06,6,2018,,5e+05,0,7,,,
Reksio cz. 1,Books_and_reference,1,0,Paid,Everyone,Books & Reference,2015-03-30,30,2015,8600,10,0.99,3,1,0,
Dino Defends king 3 – Dinosaur T rex Hunter Games,Game,0,182,Free,Teen,Adventure,2018-03-01,1,2018,41000,50000,0,3,2,1,4.1
CT - DTC Lookup,Tools,1,41,Free,Everyone,Tools,2013-07-26,26,2013,986,10000,0,7,3,,3
Air Transat CinePlus B,Travel_and_local,0,83,Free,Everyone,Travel & Local,2018-07-05,5,2018,6700,50000,0,7,1,0,4.4
Galaxy Attack: Alien Shooter,Game,1,506275,Free,Everyone,Arcade,2018-08-01,1,2018,,1e+07,0,8,5,,4.1
Discovery K!ds Play! Español,Family,1,11263,Free,Everyone,Entertainment,2018-05-03,3,2018,35000,1e+06,0,5,2,1,
PitchBlack S - Samsung Substratum Theme “For Oreo”,Personalization,1,90,Paid,Everyone,Personalization,2018-08-04,4,2018,37000,1000,1.99,8,12,6,7
CA Lottery Official App,Family,1,7000,Free,Teen,Entertainment,2018-08-02,2,2018,26000,1e+06,0,8,3,0,4.4
Fernanfloo,Game,1,526595,Free,Everyone 10+,Arcade,2018-06-26,26,2018,49000,1e+07,0,6,2,9,
Vital Tones EI Pro,Health_and_fitness,1,2,Paid,Everyone,Health & Fitness,2017-12-01,1,2017,85000,50,9.99,12,1,4,4
Dragon Ball Wallpaper - Ringtones,Comics,1,73,Free,Everyone,Comics,2018-07-23,23,2018,8300,10000,0,7,1,9,
CX-60,Family,0,19,Free,Everyone,Casual,2017-05-09,9,2017,94000,1000,0,5,1,6,2.3
Porch DV,House_and_home,0,5,Free,Everyone,House & Home,2018-06-02,2,2018,13000,1000,0,6,1,0,4.1
RoboPad,Family,1,41,Free,Everyone,Education,2017-07-07,7,2017,9200,1000,0,7,5,1,2.3
Flexiroam X,Travel_and_local,0,875,Free,Everyone,Travel & Local,2018-08-03,3,2018,21000,1e+05,0,8,3,5,4.1
Shopee - No. 1 Online Shopping,Shopping,1,94294,Free,Everyone,Shopping,2018-07-23,23,2018,30000,1e+07,0,7,2,25,4.1
HON. B.J. ACS COLLEGE ALE,Family,1,3,Free,Mature 17+,Education,2016-12-26,26,2016,1800,100,0,12,3,1,4.3
Boomerang,Family,1,13519,Free,Everyone,Entertainment,2018-07-27,27,2018,51000,1e+06,0,7,2,18,5
ExDialer PRO Key,Communication,1,5474,Paid,Everyone,Communication,2014-01-15,15,2014,17,1e+05,3.99,1,,,2.1
Online TV CZ/SK PRO,Video_players,0,167,Paid,Everyone,Video Players & Editors,2018-06-21,21,2018,2000,1000,0.99,6,3,3,
Ag PhD Deficiencies,Books_and_reference,0,20,Free,Everyone,Books & Reference,2016-06-21,21,2016,9700,10000,0,6,1,0,
Amazon Kindle,Books_and_reference,1,814080,Free,Teen,Books & Reference,2018-07-27,27,2018,,1e+08,0,7,,,
Bubbu – My Virtual Pet,Family,1,394842,Free,Everyone,Casual,2018-08-04,4,2018,75000,1e+07,0,8,1,50,4.1
3G/4G Config Dz,Tools,1,2058,Free,Everyone,Tools,2017-05-15,15,2017,2300,1e+05,0,5,3,0,4
Weather From DMI/YR,Weather,1,2143,Free,Everyone,Weather,2018-07-31,31,2018,,1e+05,0,7,,,
"Stickers for Imo, fb, whatsapp",Social,1,214,Free,Teen,Social,2016-10-23,23,2016,8700,10000,0,10,1,0,2.3
Vegetable Fun,Parenting,0,3182,Free,Everyone,Parenting,2018-06-15,15,2018,46000,1e+06,0,6,8,25,
CQ Key,Tools,1,0,Free,Everyone,Tools,2018-04-26,26,2018,1700,100,0,4,1,3,4
U+Box,Productivity,0,24517,Free,Everyone,Productivity,2018-05-23,23,2018,22000,1e+07,0,5,4,2,5
Ultimate Tennis,Sports,1,183004,Free,Everyone,Sports,2018-07-19,19,2018,1e+05,1e+07,0,7,2,29,
CL e-bank,Finance,0,210,Free,Everyone,Finance,2018-07-30,30,2018,3700,10000,0,7,1,5,4.2
"Sweet Snap Lite - live filter, Selfie photo editor",Photography,1,3116,Free,Everyone,Photography,2018-08-03,3,2018,22000,5e+05,0,8,2,15,
AG Subway Simulator Mobile,Family,1,623,Paid,Everyone,Simulation,2018-06-02,2,2018,47000,5000,0.99,6,1,3,4.1
"Speak quietly: Autism, CP",Medical,1,6,Free,Everyone,Medical,2016-07-30,30,2016,7000,1000,0,7,5,0,3
"EMI, FD, RD - Bank Calculator",Finance,1,42,Free,Everyone,Finance,2017-04-02,2,2017,3500,5000,0,4,2,3,4.1
CT Abdomen Pelvis,Medical,0,36,Free,Everyone,Medical,2018-01-20,20,2018,36000,10000,0,1,2,0,4
ao,Family,0,14145,Free,Everyone,Strategy,2016-06-08,8,2016,5900,1e+06,0,6,1,0,4
EHiN-FH conferenceapp,Communication,1,5,Free,Everyone,Communication,2016-11-15,15,2016,26000,100,0,11,1,17,4.1
MAIN,Travel_and_local,0,7081,Free,Everyone,Travel & Local,2018-08-06,6,2018,51000,1e+06,0,8,4,1,4.4
Google Translate,Tools,1,5745093,Free,Everyone,Tools,2018-08-04,4,2018,,5e+08,0,8,,,
Al Quran : EAlim - Translations & MP3 Offline,Books_and_reference,1,96419,Free,Everyone,Books & Reference,2018-05-05,5,2018,,5e+06,0,5,,,
Beauty Camera - Selfie Camera,Beauty,0,113715,Free,Everyone,Beauty,2017-08-03,3,2017,,1e+07,0,8,,,
chicken song,Libraries_and_demo,1,434,Free,Everyone,Libraries & Demo,2018-06-06,6,2018,16000,1e+05,0,6,6,0,2.3
Profile Pictures - Best DP Status,Family,1,131,Free,Everyone,Entertainment,2017-11-29,29,2017,5400,50000,0,11,1,2,4.1
Moonlight GO Weather EX,Weather,1,11510,Free,Everyone,Weather,2014-08-28,28,2014,3500,1e+06,0,8,1,4,2.2
How do I care about my child?,Parenting,1,34,Free,Everyone,Parenting,2018-07-03,3,2018,4900,10000,0,7,1,2,4
"Pulse Nabd - World News, Urgent",News_and_magazines,1,357944,Free,Everyone,News & Magazines,2018-07-12,12,2018,12000,1e+07,0,7,9,1,4.1
ELMO EV Charging,Maps_and_navigation,0,14,Free,Everyone,Maps & Navigation,2018-01-25,25,2018,6200,1000,0,1,2,1,
Morse Player,Family,1,12,Paid,Everyone,Education,2017-01-23,23,2017,2400,100,1.99,1,2,1,3
Johns Hopkins Guides ABX...,Medical,1,73,Free,Everyone,Medical,2017-12-08,8,2017,6300,10000,0,12,2,7,4.1
my4D,Events,1,573,Free,Everyone,Events,2018-07-12,12,2018,8700,1e+05,0,7,1,40,4.2
My Ex Girlfriend Comes Back,Family,0,3258,Free,Everyone,Casual,2016-03-04,4,2016,26000,5e+05,0,3,1,0,2.3
American Muscle Car Race,Auto_and_vehicles,0,129,Free,Everyone,Auto & Vehicles,2018-07-26,26,2018,35000,1e+05,0,7,3,0,4.1
EZ Financial Calculator,Finance,1,32,Free,Everyone,Finance,2018-01-13,13,2018,2300,1000,0,1,2,3,4.4
BH Bikes GPS Locator,Sports,1,0,Free,Everyone,Sports,2018-07-19,19,2018,10000,10,0,7,1,0,5
CK Eorzea Timepiece,Personalization,0,8,Free,Everyone,Personalization,2015-06-05,5,2015,5300,100,0,6,1,1,4.3
SH-02J Owner's Manual (Android 8.0),Books_and_reference,1,2,Free,Everyone,Books & Reference,2018-06-15,15,2018,7200,50000,0,6,3,0,6
Smoke Effect Photo Maker - Smoke Editor,Art_and_design,0,178,Free,Everyone,Art & Design,2018-04-26,26,2018,19000,50000,0,4,1,1,
CE on the go,Tools,1,79,Free,Everyone,Tools,2018-02-15,15,2018,3700,10000,0,2,1,,
Deus Ex GO,Family,1,9699,Paid,Teen,Puzzle,2018-07-23,23,2018,23000,1e+05,0.99,7,2,1,4.2
Microsoft Outlook,Productivity,1,3252896,Free,Everyone,Productivity,2018-08-02,2,2018,50000,1e+08,0,8,2,2,4.4
Circle ratio,Maps_and_navigation,0,10562,Free,Everyone,Maps & Navigation,2018-08-03,3,2018,60000,1e+06,0,8,4,8,4.4
Comptia A+ 220-901 & 220-902,Family,1,174,Free,Everyone,Education,2018-04-19,19,2018,5700,10000,0,4,2,0,4.1
Power BI Ultimate Orientation,Family,1,12,Free,Everyone,Education,2017-02-06,6,2017,8100,5000,0,2,1,0,4
WiFi Monitor Pro - analyzer of Wi-Fi networks,Tools,1,85,Paid,Everyone,Tools,2018-07-05,5,2018,2400,1000,2.99,7,1,9,4
Bo's Matching Game,Family,1,3,Paid,Everyone,Education,2017-12-28,28,2017,19000,1000,0.99,12,1,4,
Apps Ads Detector,Tools,0,315,Free,Everyone,Tools,2018-02-19,19,2018,8300,1e+05,0,2,25,,
TN Patta Chitta EC Info,Tools,1,1611,Free,Everyone,Tools,2018-08-06,6,2018,2700,1e+05,0,8,5,0,4.4
A hundred,Dating,1,236,Free,Mature 17+,Dating,2018-03-29,29,2018,8800,10000,0,3,3,9,
