ID,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
3613,Sabbath School 4,FAMILY,1.0,2871,18M,"100,000+",Free,0,Everyone,Education,"May 8, 2015",1.6,2.3.3 and up
3614,CI Screwed - Icon Pack,PERSONALIZATION,1.0,19,6.4M,"1,000+",Free,0,Everyone,Personalization,"June 30, 2016",1.5,4.0.3 and up
3615,F-Secure SAFE,TOOLS,1.0,9433,9.3M,"500,000+",Free,0,Everyone,Tools,"July 30, 2018",17.4.0014017,5.0 and up
3616,Netflix,ENTERTAINMENT,1.0,5456208,Varies with device,"100,000,000+",Free,0,Teen,Entertainment,"July 31, 2018",Varies with device,Varies with device
3617,AT&T Visual Voicemail,COMMUNICATION,0.0,13761,Varies with device,"10,000,000+",Free,0,Everyone,Communication,"June 27, 2018",Varies with device,Varies with device
3618,Hush - Beauty for Everyone,BEAUTY,1.0,18900,17M,"500,000+",Free,0,Everyone,Beauty,"August 2, 2018",6.10.1,5.0 and up
3619,MealLogger-Photo Food Journal,HEALTH_AND_FITNESS,0.0,217,9.4M,"50,000+",Free,0,Teen,Health & Fitness,"August 23, 2017",4.6.2,4.0.3 and up
3620,Escape the Prison Room,FAMILY,0.0,113183,36M,"5,000,000+",Free,0,Everyone,Puzzle,"December 15, 2017",10.6,4.1 and up
3621,Samsung Smart Switch Mobile,TOOLS,1.0,146913,24M,"100,000,000+",Free,0,Everyone,Tools,"July 18, 2018",3.5.02.15,4.0 and up
3622,BS MAPS,MAPS_AND_NAVIGATION,1.0,6,2.5M,50+,Free,0,Everyone,Maps & Navigation,"July 28, 2018",2.1,4.0 and up
3623,10 Best Foods for You,HEALTH_AND_FITNESS,0.0,2490,3.8M,"500,000+",Free,0,Everyone 10+,Health & Fitness,"February 17, 2017",1.9,2.3.3 and up
3624,Bubble Witch 2 Saga,FAMILY,1.0,2838064,Varies with device,"100,000,000+",Free,0,Everyone,Casual,"August 6, 2018",Varies with device,Varies with device
3625,tournaments and more.aj.2,COMMUNICATION,1.0,0,4.2M,100+,Free,0,Teen,Communication,"September 25, 2017",4.3,2.3 and up
3626,LateRooms: Find Hotel Deals,TRAVEL_AND_LOCAL,1.0,2419,13M,"1,000,000+",Free,0,Everyone,Travel & Local,"May 29, 2018",1.24.5,4.1 and up
3627,stranger chat - anonymous chat,DATING,0.0,13202,6.1M,"1,000,000+",Free,0,Mature 17+,Dating,"July 7, 2018",2.4.1,4.1 and up
3628,CM FILE MANAGER,TOOLS,1.0,953790,Varies with device,"50,000,000+",Free,0,Everyone,Tools,"August 5, 2018",Varies with device,Varies with device
3629,"LALALAB prints your photos, photobooks and magnets",PHOTOGRAPHY,1.0,50424,82M,"1,000,000+",Free,0,Everyone,Photography,"August 2, 2018",584,4.1 and up
3630,Mukwonago AH,MEDICAL,1.0,1,29M,100+,Free,0,Everyone,Medical,"June 29, 2017",300000.0.85,4.0.3 and up
3631,FB Advanced Search,SOCIAL,1.0,2,11M,50+,Free,0,Teen,Social,"July 21, 2018",1.1.1,4.4 and up
3632,Axxess Updater,TOOLS,0.0,56,2.3M,"10,000+",Free,0,Everyone,Tools,"December 19, 2016",1.3.2,3.1 and up
3633,H Band 2.0,HEALTH_AND_FITNESS,0.0,4031,8.9M,"500,000+",Free,0,Everyone,Health & Fitness,"June 15, 2018",3.0.2,4.4 and up
3634,FO Interim,COMMUNICATION,1.0,1,11M,100+,Free,0,Everyone,Communication,"March 14, 2017",1.0,4.1 and up
3635,Sniper 3D Gun Shooter: Free Shooting Games - FPS,GAME,1.0,7671249,Varies with device,"100,000,000+",Free,0,Mature 17+,Action,"August 2, 2018",Varies with device,Varies with device
3636,Whoowasit? - Best kids game!,FAMILY,0.0,248,26M,"5,000+",Paid,$2.99,Everyone,Board;Action & Adventure,"July 24, 2018",1.6,4.1 and up
3637,News: RFI Hausa,NEWS_AND_MAGAZINES,1.0,10,6.3M,"1,000+",Free,0,Everyone,News & Magazines,"April 28, 2018",1.0,4.1 and up
3638,Plants vs. Zombies FREE,GAME,1.0,4066989,69M,"100,000,000+",Free,0,Everyone 10+,Strategy,"July 6, 2018",2.2.00,4.1 and up
3639,CW Mobile,FAMILY,1.0,3,22M,50+,Free,0,Everyone,Education,"June 25, 2018",3.3.99,4.2 and up
3640,Emerge EV App (eBike App),LIFESTYLE,0.0,26,Varies with device,"1,000+",Free,0,Everyone,Lifestyle,"May 15, 2018",Varies with device,6.0 and up
3641,California Cameras - Traffic,TRAVEL_AND_LOCAL,0.0,305,5.4M,"10,000+",Free,0,Everyone,Travel & Local,"June 20, 2018",6.3.4,4.0.3 and up
3642,I’m Expecting - Pregnancy App,HEALTH_AND_FITNESS,1.0,71269,49M,"1,000,000+",Free,0,Everyone,Health & Fitness,"March 30, 2018",2.3.2,4.0.3 and up
3643,Bo's Dinnertime Story,FAMILY,1.0,6,33M,"1,000+",Paid,$2.49,Everyone,Education;Pretend Play,"December 25, 2017",1.5,4.0.3 and up
3644,"Ultimate Public Campgrounds (Over 37,100 in US&CA)",TRAVEL_AND_LOCAL,1.0,213,6.1M,"5,000+",Paid,$3.99,Everyone,Travel & Local,"August 5, 2018",1.8.8.0,4.4 and up
3645,Who viewed my fb profile pro★★,FAMILY,1.0,6396,4.2M,"100,000+",Free,0,Everyone,Entertainment,"August 17, 2017",24.4,4.1 and up
3646,Fly Delta,TRAVEL_AND_LOCAL,0.0,27560,46M,"5,000,000+",Free,0,Everyone,Travel & Local,"July 31, 2018",4.13.2,5.0 and up
3647,Chrome Canary (Unstable),PRODUCTIVITY,1.0,21866,Varies with device,"1,000,000+",Free,0,Everyone,Productivity,"August 4, 2018",70.0.3512.0,Varies with device
3648,Aw Restaurant,FAMILY,1.0,4,43M,100+,Free,0,Everyone,Casual,"February 6, 2018",1.0,4.0 and up
3649,Clue,GAME,1.0,19922,35M,"100,000+",Paid,$1.99,Everyone 10+,Board,"July 30, 2018",2.2.5,5.0 and up
3650,Guns'n'Glory Heroes Premium,FAMILY,1.0,923,Varies with device,"10,000+",Paid,$2.99,Everyone,Strategy,"November 9, 2017",Varies with device,Varies with device
3651,CF Life,FAMILY,1.0,4,8.3M,100+,Free,0,Everyone,Education,"June 27, 2018",3.8.0,4.1 and up
3652,The EU Relocation Programme,FAMILY,1.0,27,12M,"1,000+",Free,0,Everyone,Education,"July 28, 2016",1.0,4.0 and up
3653,MY LITTLE PONY: Magic Princess,FAMILY,1.0,1309728,Varies with device,"50,000,000+",Free,0,Everyone,Casual,"July 11, 2018",Varies with device,Varies with device
3654,First Tech Federal CU,FINANCE,1.0,4290,24M,"50,000+",Free,0,Everyone,Finance,"July 19, 2018",3000.5.3548,5.0 and up
3655,Quran for All (Al-Huda Int.),FAMILY,1.0,6696,5.3M,"100,000+",Free,0,Everyone,Education,"February 7, 2018",3.1.0,4.0 and up
3656,DZ Popup Video Player,VIDEO_PLAYERS,1.0,83,4.5M,"5,000+",Free,0,Everyone,Video Players & Editors,"May 16, 2018",4.6,4.1 and up
3657,FK Željezničar,SPORTS,1.0,1420,20M,"10,000+",Free,0,Everyone,Sports,"July 12, 2018",2.5.0,4.2 and up
3658,Axe Wallpaper,PERSONALIZATION,1.0,9,12M,100+,Free,0,Teen,Personalization,"February 3, 2017",2.6,4.0 and up
3659,Destiny Ninja Shall we date otome games love story,GAME,1.0,13079,30M,"500,000+",Free,0,Everyone 10+,Adventure,"April 20, 2018",1.6.2,4.0 and up
3660,CD Padel Mora,SPORTS,1.0,1,7.2M,50+,Free,0,Everyone,Sports,"June 14, 2018",7.3,4.0 and up
3661,JackThreads: Men's Shopping,SHOPPING,0.0,13085,2.7M,"1,000,000+",Free,0,Teen,Shopping,"November 8, 2017",5.1,4.0.3 and up
3662,Hunting Safari 3D,SPORTS,1.0,36183,20M,"5,000,000+",Free,0,Teen,Sports,"January 20, 2018",1.4,2.1 and up
3663,AP World History: Practice Tests and Flashcards,FAMILY,1.0,21,5.4M,"5,000+",Free,0,Everyone,Education,"July 3, 2018",1.6.7.1,4.1 and up
3664,Florida DMV Permit Test -Fl,FAMILY,1.0,87,30M,"10,000+",Free,0,Everyone,Education,"February 15, 2018",6.0.3,4.4 and up
3665,Relaxing Sounds,HEALTH_AND_FITNESS,1.0,4642,40M,"100,000+",Free,0,Everyone,Health & Fitness,"March 11, 2017",1.92,4.1 and up
3666,Sago Mini Hat Maker,EDUCATION,1.0,11,63M,"1,000+",Paid,$3.99,Everyone,Education;Pretend Play,"July 24, 2017",1.0,4.0.3 and up
3667,LEGO® TV,ENTERTAINMENT,0.0,17247,7.2M,"1,000,000+",Free,0,Everyone 10+,Entertainment;Music & Video,"August 4, 2018",4.0.2,5.0 and up
3668,Pureness Pacify (Android P) - Theme for Xperia™,PERSONALIZATION,1.0,0,3.6M,1+,Paid,$1.49,Everyone,Personalization,"July 23, 2018",1.2.A.Exceed.Paid,6.0 and up
3669,INFAMY RO,FAMILY,1.0,2167,3.7M,"50,000+",Free,0,Everyone,Role Playing,"December 14, 2017",202,4.3 and up
3670,Cloud DX Connected Health,HEALTH_AND_FITNESS,1.0,6,11M,100+,Free,0,Everyone,Health & Fitness,"July 19, 2017",1.7.10713 (281),4.4 and up
3671,Brandon Lakes AH,MEDICAL,0.0,5,27M,100+,Free,0,Everyone,Medical,"May 5, 2017",300000.0.79,4.0.3 and up
3672,CKZ ORIGINS,GAME,1.0,219821,10M,"1,000,000+",Free,0,Mature 17+,Action,"October 28, 2013",2.0.1,2.1 and up
3673,Fu*** Weather (Funny Weather),WEATHER,1.0,20001,Varies with device,"1,000,000+",Free,0,Mature 17+,Weather,"July 26, 2018",Varies with device,Varies with device
3674,Trazado de tuberia El Tubero,TOOLS,1.0,313,4.4M,"10,000+",Paid,$1.97,Everyone,Tools,"March 29, 2015",4.1,1.5 and up
3675,All Social Networks,SOCIAL,1.0,22492,1.5M,"1,000,000+",Free,0,Everyone,Social,"May 21, 2018",2.4.12,4.0 and up
3676,DashClock Widget,PERSONALIZATION,1.0,62301,1.9M,"1,000,000+",Free,0,Everyone,Personalization,"May 11, 2016",1.7.2,4.2 and up
3677,Retro City Rampage DX,GAME,1.0,416,16M,"10,000+",Paid,$2.99,Teen,Action,"January 12, 2017",1.0.5,4.0 and up
3678,Bu Hangi Dizi ?,GAME,1.0,14,19M,"1,000+",Free,0,Everyone,Trivia,"May 4, 2018",3.1.7z,4.0.3 and up
3679,Funny Jokes,FAMILY,0.0,2505,2.9M,"100,000+",Free,0,Mature 17+,Entertainment,"June 18, 2018",1.2,4.1 and up
3680,Arizona DMV Permit Test - AZ,FAMILY,1.0,109,30M,"10,000+",Free,0,Everyone,Education,"February 15, 2018",6.0.3,4.4 and up
3681,Keep Trainer - Workout Trainer & Fitness Coach,HEALTH_AND_FITNESS,1.0,14810,Varies with device,"1,000,000+",Free,0,Everyone,Health & Fitness,"July 24, 2018",Varies with device,Varies with device
3682,BAR-B-Q Recipes,FOOD_AND_DRINK,1.0,0,3.6M,100+,Free,0,Everyone,Food & Drink,"January 30, 2018",1.0,4.0 and up
3683,Nike+ Run Club,HEALTH_AND_FITNESS,1.0,708674,Varies with device,"10,000,000+",Free,0,Everyone,Health & Fitness,"July 12, 2018",2.17.0,4.4 and up
3684,meStudying: AP English Lit,FAMILY,1.0,1,655k,10+,Paid,$4.99,Everyone,Education,"August 31, 2013",1.3,2.0.1 and up
3685,DEER HUNTER CLASSIC,GAME,1.0,3941129,77M,"50,000,000+",Free,0,Teen,Action,"July 16, 2018",3.12.0,3.0 and up
3686,Low Blood Pressure Symptoms,MEDICAL,1.0,28,2.3M,"10,000+",Free,0,Everyone,Medical,"January 20, 2015",1.0,3.0 and up
3687,AG test,TOOLS,1.0,3,18M,100+,Free,0,Everyone,Tools,"October 18, 2017",1.0.2,4.1 and up
3688,Alarmy (Sleep If U Can) - Pro,LIFESTYLE,1.0,10249,Varies with device,"10,000+",Paid,$2.49,Everyone,Lifestyle,"July 30, 2018",Varies with device,Varies with device
3689,BF Abstract 3d Pictures,FAMILY,1.0,72,2.5M,"10,000+",Free,0,Teen,Entertainment,"June 18, 2015",5.1,3.0 and up
3690,MetaTrader 5,FINANCE,1.0,42410,Varies with device,"1,000,000+",Free,0,Everyone,Finance,"August 3, 2018",Varies with device,Varies with device
3691,BZ Bingo,FAMILY,1.0,1,17M,100+,Free,0,Everyone,Entertainment,"April 3, 2018",1.3,4.0.3 and up
3692,A-Z App Store,PRODUCTIVITY,0.0,2728,4.4M,"500,000+",Free,0,Everyone,Productivity,"October 5, 2016",1.0.5,4.1 and up
3693,"Maps, GPS Navigation & Directions, Street View",MAPS_AND_NAVIGATION,1.0,207440,6.4M,"10,000,000+",Free,0,Everyone,Maps & Navigation,"July 23, 2018",7.0.3,4.0 and up
3694,Il Coccodrillo Come Fa,FAMILY,0.0,17,246k,"1,000+",Free,0,Everyone,Entertainment,"November 21, 2014",1.0,4.0 and up
3695,Poteau BA,FAMILY,1.0,3,4.0M,500+,Free,0,Everyone,Education,"July 16, 2017",1.0.2,5.0 and up
3696,CR Monitor,AUTO_AND_VEHICLES,1.0,1,2.8M,5+,Free,0,Everyone,Auto & Vehicles,"April 27, 2018",1.0,4.0 and up
3697,Nighty Night Circus,FAMILY,1.0,382,15M,"10,000+",Paid,$2.99,Everyone,Education;Action & Adventure,"March 7, 2017",2.6,2.3 and up
3698,Diseño de columnas NTC - RSEE 2017,PRODUCTIVITY,1.0,6,2.8M,100+,Paid,$0.99,Everyone,Productivity,"March 26, 2018",2.0,4.1 and up
3699,Disc Label Print,TOOLS,0.0,262,37M,"10,000+",Free,0,Everyone,Tools,"September 20, 2016",1.0.0,4.0 and up
3700,BF 3d View Wallpapers,FAMILY,1.0,4,2.5M,"1,000+",Free,0,Teen,Entertainment,"June 18, 2015",4.6,3.0 and up
3701,Discovery Church Florida,LIFESTYLE,1.0,40,8.0M,"1,000+",Free,0,Teen,Lifestyle,"June 25, 2018",3.8.0,4.1 and up
3702,Radio BN,FAMILY,1.0,53,4.2M,"5,000+",Free,0,Everyone,Entertainment,"January 12, 2018",1.0.3,4.4 and up
3703,B & W Filter for Photo Editor Pro,PERSONALIZATION,1.0,65,7.6M,"5,000+",Free,0,Everyone,Personalization,"May 2, 2018",1.0.1,4.1 and up
3704,BJ Grand Salon Mobile App,BEAUTY,1.0,1,15M,100+,Free,0,Everyone,Beauty,"June 14, 2018",1.0.7,5.0 and up
3705,DrivingTest,FAMILY,0.0,975,45M,"100,000+",Free,0,Everyone,Simulation,"February 27, 2017",5,4.1 and up
3706,Automagic * Automation,TOOLS,1.0,1947,Varies with device,"10,000+",Paid,$3.90,Everyone,Tools,"May 19, 2018",Varies with device,Varies with device
3707,HESI A2 Pocket Prep,MEDICAL,1.0,2108,28M,"50,000+",Free,0,Everyone,Medical,"May 2, 2018",4.5.1,4.4 and up
3708,Ad Blocker Turbo - Adblocker Browser,COMMUNICATION,0.0,107,44M,"10,000+",Free,0,Everyone,Communication,"January 29, 2018",1.0.5,4.1 and up
3709,Ring,COMMUNICATION,0.0,517,35M,"10,000+",Free,0,Everyone,Communication,"August 6, 2018",20180805,4.4 and up
3710,Asphalt 8: Airborne,GAME,1.0,8389714,92M,"100,000,000+",Free,0,Teen,Racing,"July 4, 2018",3.7.1a,4.0.3 and up
3711,Carrier Air Conditioner,TOOLS,0.0,362,7.8M,"100,000+",Free,0,Everyone,Tools,"January 15, 2018",v67_slk3.0_20180115_01,4.0 and up
3712,van Gennip Textiles BV,LIFESTYLE,1.0,1,4.0M,100+,Free,0,Everyone,Lifestyle,"June 28, 2018",1.1.5,4.1 and up
3713,Top Popular Ringtones 2018 Free 🔥,LIBRARIES_AND_DEMO,1.0,7396,22M,"500,000+",Free,0,Everyone,Libraries & Demo,"July 6, 2018",5.28,4.0.3 and up
3714,Cartoon Wars 3,FAMILY,1.0,137674,72M,"5,000,000+",Free,0,Teen,Role Playing,"July 4, 2018",2.0.2,2.3 and up
3715,"Resume Maker:Free CV Maker,Templates Builder",BUSINESS,1.0,715,7.1M,"100,000+",Free,0,Everyone,Business,"August 1, 2018",1.8,4.0.3 and up
3716,Papyrus Ex,TOOLS,1.0,1092,190k,"100,000+",Free,0,Everyone,Tools,"June 27, 2012",2.3.3,2.1 and up
3717,Resume Free,PRODUCTIVITY,1.0,27820,4.7M,"1,000,000+",Free,0,Everyone,Productivity,"July 29, 2018",2.1,2.3.3 and up
3718,Dr. ES PV Calculator,TOOLS,1.0,19,11M,500+,Free,0,Everyone,Tools,"March 11, 2018",3.4.7.2.16,4.1 and up
3719,Vikings: an Archer's Journey,GAME,1.0,10256,39M,"1,000,000+",Free,0,Everyone,Action,"December 11, 2017",2.1.0,4.3 and up
3720,AdWords Express,BUSINESS,1.0,7149,11M,"1,000,000+",Free,0,Everyone,Business,"July 31, 2018",2.6.158,4.0 and up
3721,FE CREDIT - TET VUI,FINANCE,1.0,125,15M,"50,000+",Free,0,Everyone,Finance,"March 6, 2018",1.2.1,4.1 and up
3722,CF.lumen,TOOLS,1.0,4901,1.9M,"100,000+",Free,0,Everyone,Tools,"February 9, 2017",3.70,5.0 and up
3723,EF Catalogues · Kataloge,BUSINESS,1.0,15,4.3M,500+,Free,0,Everyone,Business,"September 21, 2016",1.0.1 (1.5.1),4.0 and up
3724,Sweet Baby Girl Newborn Baby,FAMILY,0.0,36028,50M,"5,000,000+",Free,0,Everyone,Educational;Education,"July 2, 2018",1.3.51,4.4 and up
3725,EP Radio,FAMILY,1.0,3,154k,50+,Free,0,Everyone,Entertainment,"March 26, 2018",1.0,3.0 and up
3726,Z Ringtones PREMIUM 2018,PERSONALIZATION,1.0,10158,3.6M,"500,000+",Free,0,Everyone,Personalization,"March 1, 2018",1.5,4.0.3 and up
3727,Call Free – Free Call,COMMUNICATION,1.0,30209,15M,"5,000,000+",Free,0,Everyone,Communication,"July 28, 2018",1.3.4,4.1 and up
3728,Digg,NEWS_AND_MAGAZINES,0.0,6105,Varies with device,"100,000+",Free,0,Teen,News & Magazines,"March 11, 2016",Varies with device,Varies with device
3729,MiniMovie - Free Video and Slideshow Editor,VIDEO_PLAYERS,1.0,504823,Varies with device,"50,000,000+",Free,0,Everyone,Video Players & Editors,"December 13, 2017",Varies with device,Varies with device
3730,Goodbox - Mega App,COMMUNICATION,1.0,3429,Varies with device,"100,000+",Free,0,Everyone,Communication,"March 8, 2018",1.10.279.2,4.2 and up
3731,FVD Ad-Free,TOOLS,1.0,1774,4.1M,"10,000+",Paid,$1.99,Everyone,Tools,"October 5, 2017",4.4.3,3.0 and up
3732,lifebox,PRODUCTIVITY,1.0,56403,49M,"5,000,000+",Free,0,Everyone,Productivity,"July 27, 2018",4.0.5,4.4 and up
3733,My Talking Angela,GAME,1.0,9881829,99M,"100,000,000+",Free,0,Everyone,Casual,"July 3, 2018",3.7.2.51,4.1 and up
3734,Hangouts Dialer - Call Phones,COMMUNICATION,0.0,122498,79k,"10,000,000+",Free,0,Everyone,Communication,"September 2, 2015",0.1.100944346,4.0.3 and up
3735,OE TRACKER CE Attendance App,MEDICAL,0.0,16,7.8M,"5,000+",Free,0,Everyone,Medical,"March 20, 2018",1.3.0,4.4 and up
3736,Speeding Joyride & Car Meet App,DATING,1.0,3,25M,100+,Free,0,Mature 17+,Dating,"July 20, 2018",1.2.9,4.1 and up
3737,EO Bijbel Open,LIFESTYLE,1.0,102,41M,"10,000+",Free,0,Everyone,Lifestyle,"November 24, 2016",2.0.0,4.0.3 and up
3738,The DJ - Match with People,DATING,1.0,0,9.8M,50+,Free,0,Mature 17+,Dating,"August 2, 2018",1.2,4.1 and up
3739,Neon-R (Red),PERSONALIZATION,1.0,25,41M,100+,Paid,$0.99,Everyone,Personalization,"March 12, 2015",1.0,4.0.3 and up
3740,Habbo - Virtual World,FAMILY,0.0,159398,28M,"5,000,000+",Free,0,Teen,Role Playing,"May 30, 2018",2.22.0,4.2 and up
3741,Cy-Fair VFD EMS Protocols,MEDICAL,1.0,2,20M,100+,Free,0,Everyone 10+,Medical,"September 21, 2017",1.8.3,4.1 and up
3742,Ultimate Chest Tracker,PRODUCTIVITY,1.0,40328,23M,"1,000,000+",Free,0,Everyone,Productivity,"October 17, 2016",1.9,2.3 and up
3743,Santa Fe FCU Mobile Banking,FINANCE,1.0,12,9.0M,"1,000+",Free,0,Everyone,Finance,"January 22, 2018",1.18.4,4.0 and up
3744,Read Unlimitedly! Kids'n Books,FAMILY,0.0,7462,31M,"1,000,000+",Free,0,Everyone,Education;Music & Video,"February 16, 2018",3.42,2.3 and up
3745,EC - Encumbrance Search - telangana state,BUSINESS,0.0,45,5.5M,"10,000+",Free,0,Everyone,Business,"June 18, 2017",1.0,2.3 and up
3746,Avast Mobile Security 2018 - Antivirus & App Lock,TOOLS,1.0,5180480,26M,"100,000,000+",Free,0,Everyone,Tools,"August 1, 2018",6.11.4,4.1 and up
3747,Paramedic Pocket Prep,MEDICAL,1.0,460,13M,"10,000+",Free,0,Everyone,Medical,"July 12, 2018",4.5.2,4.4 and up
3748,Live Golf Scores - US & European Golf,SPORTS,1.0,798,4.7M,"50,000+",Free,0,Everyone 10+,Sports,"August 1, 2018",3.5,4.0 and up
3749,EBook For SAP BW ON HANA Learning Free,FAMILY,1.0,0,10M,50+,Free,0,Everyone,Education,"April 2, 2018",1.0.1,4.0 and up
3750,"f.lux (preview, root-only)",HEALTH_AND_FITNESS,0.0,5559,3.7M,"500,000+",Free,0,Everyone,Health & Fitness,"March 15, 2016",22.0,4.0.3 and up
3751,Mama Lala 's song,LIBRARIES_AND_DEMO,1.0,102,21M,"50,000+",Free,0,Everyone,Libraries & Demo,"July 1, 2018",6.0.0,2.3 and up
3752,Android P Home KLWP,PERSONALIZATION,1.0,0,2.1M,5+,Paid,$1.49,Everyone,Personalization,"April 14, 2018",v2018.Apr.12.16,5.0 and up
3753,Ay,VIDEO_PLAYERS,0.0,11,3.6M,"5,000+",Free,0,Teen,Video Players & Editors,"May 4, 2018",1.0.261,2.3 and up
3754,Digital TV,ENTERTAINMENT,0.0,5241,Varies with device,"5,000,000+",Free,0,Everyone,Entertainment,"June 6, 2018",Varies with device,6.0 and up
3755,ac remote control,TOOLS,0.0,9514,7.0M,"500,000+",Free,0,Everyone,Tools,"July 11, 2018",acremotecontrol-v7,4.0.3 and up
3756,"HelloTalk — Chat, Speak & Learn Foreign Languages",EDUCATION,1.0,84309,41M,"5,000,000+",Free,0,Everyone,Education,"July 25, 2018",2.6.6,4.1 and up
3757,DU Privacy-hide apps、sms、file,VIDEO_PLAYERS,1.0,21762,Varies with device,"1,000,000+",Free,0,Everyone,Video Players & Editors,"August 16, 2017",Varies with device,4.0.3 and up
3758,Dr. Panda Ice Cream Truck Free,FAMILY,1.0,23022,80M,"1,000,000+",Free,0,Everyone,Role Playing;Pretend Play,"August 2, 2018",2.16,4.1 and up
3759,BibApp TU BS,FAMILY,1.0,16,3.5M,"1,000+",Free,0,Everyone,Education,"December 15, 2014",2.0.0,4.0 and up
3760,U-48 Submarine Commander Free,GAME,0.0,4575,3.8M,"500,000+",Free,0,Everyone,Arcade,"October 7, 2017",1.24,4.0.3 and up
3761,BkEmu - BK-0010/11M emulator,FAMILY,1.0,222,1.4M,"10,000+",Free,0,Everyone,Entertainment,"February 7, 2016",0.4.0,2.1 and up
3762,SA HLA BU,BOOKS_AND_REFERENCE,1.0,119,1.5M,"1,000+",Free,0,Everyone,Books & Reference,"September 21, 2017",1.0,4.1 and up
3763,Funny Quotes Free,ENTERTAINMENT,1.0,23666,3.6M,"1,000,000+",Free,0,Teen,Entertainment,"May 4, 2018",8.1,4.0 and up
3764,PS4 Second Screen,FAMILY,0.0,11773,3.3M,"1,000,000+",Free,0,Everyone,Entertainment,"June 13, 2018",18.6.2,4.1 and up
3765,Dr. Seuss's ABC,FAMILY,1.0,429,12M,"10,000+",Paid,$3.99,Everyone,Books & Reference;Education,"February 26, 2018",2.05,4.0.3 and up
3766,Pharmacy CI - Pharmacies de garde Côte d'Ivoire,HEALTH_AND_FITNESS,1.0,5509,3.2M,"100,000+",Free,0,Everyone,Health & Fitness,"July 3, 2018",4.7.0 Phoenix,4.0.3 and up
3767,iCard BD Plus,SOCIAL,1.0,2,2.4M,500+,Free,0,Everyone,Social,"July 15, 2016",3.7.5,2.0 and up
3768,Pocket Lab Values,MEDICAL,1.0,214,899k,"10,000+",Paid,$2.99,Everyone,Medical,"November 22, 2012",2.5,2.1 and up
3769,Radiological Anatomy For FRCR1,MEDICAL,1.0,12,44M,100+,Paid,$6.99,Everyone,Medical,"January 22, 2014",1.3,4.0 and up
3770,"Even - organize your money, get paid early",FINANCE,1.0,12304,21M,"100,000+",Free,0,Everyone,Finance,"August 2, 2018",6.0.16,5.0 and up
3771,AE Jewels,GAME,1.0,960,18M,"50,000+",Free,0,Everyone,Action,"August 20, 2015",1.0.5,3.0 and up
3772,HD Video Downloader : 2018 Best video mate,VIDEO_PLAYERS,0.0,430643,4.9M,"50,000,000+",Free,0,Everyone,Video Players & Editors,"May 31, 2018",2.5.0,4.1 and up
3773,amazer - Global Kpop Video Community,VIDEO_PLAYERS,1.0,1215,23M,"100,000+",Free,0,Everyone 10+,Video Players & Editors,"July 20, 2018",1.5.4,4.1 and up
3774,Numerica CU,FINANCE,0.0,472,8.6M,"50,000+",Free,0,Everyone,Finance,"February 21, 2018",5.0.0,4.0 and up
3775,EL NORTE,NEWS_AND_MAGAZINES,0.0,2436,Varies with device,"100,000+",Free,0,Everyone,News & Magazines,"June 26, 2018",Varies with device,Varies with device
3776,"Calculator - free calculator ,multi calculator app",TOOLS,1.0,1236,5.8M,"100,000+",Free,0,Everyone,Tools,"July 6, 2018",8.1.6,4.2 and up
3777,Race the Traffic Moto,GAME,0.0,270687,38M,"10,000,000+",Free,0,Teen,Racing,"July 20, 2018",1.0.16,4.0.3 and up
3778,Family Guy The Quest for Stuff,GAME,0.0,995002,Varies with device,"10,000,000+",Free,0,Mature 17+,Adventure,"July 25, 2018",1.73.0,4.1 and up
3779,FreedomPop Friends for Free Data,TOOLS,1.0,58,2.5M,"5,000+",Free,0,Everyone,Tools,"July 24, 2018",2017.07.24,4.1 and up
3780,EF Events,EVENTS,1.0,7,4.4M,100+,Free,0,Teen,Events,"October 5, 2017",Varies with device,Varies with device
3781,Safe365 – Cell Phone GPS Locator For Your Family,PARENTING,1.0,11501,11M,"1,000,000+",Free,0,Everyone,Parenting,"July 30, 2018",3.7.1,4.0.3 and up
3782,Blogaway for Android (Blogger),SOCIAL,0.0,4253,4.1M,"100,000+",Free,0,Teen,Social,"May 31, 2018",7.0.7,4.0.3 and up
3783,ADP Mobile Solutions,BUSINESS,1.0,85185,29M,"5,000,000+",Free,0,Everyone,Business,"July 17, 2018",3.4.2,5.0 and up
3784,"SKOUT - Meet, Chat, Go Live",SOCIAL,1.0,1064049,Varies with device,"50,000,000+",Free,0,Mature 17+,Social,"July 28, 2018",Varies with device,Varies with device
3785,Speed Test - WiFi / Cellular speed test,TOOLS,1.0,24226,Varies with device,"1,000,000+",Free,0,Everyone,Tools,"June 27, 2017",1.0.5,Varies with device
3786,BV MAAp,BUSINESS,1.0,9,4.2M,100+,Free,0,Everyone,Business,"December 4, 2015",1.1.3,4.1 and up
3787,Axe Champ Hit,GAME,1.0,1,15M,100+,Free,0,Everyone,Arcade,"May 25, 2018",0.1,4.1 and up
