App,Category,Rating,Reviews,Type,content_rating,new_genres,date_update,new_day,new_year,size_kb,new_installs,new_price,new_month_num,new_version,new_subversion,min_android,letters_app,words_app,rate_reviews_install,rate_version_subversion,rate_reviews_size,rate_installs_size,mean_reviews_category,mean_reviews_genres
Five Nights at Freddy's,Game,1,100805,Paid,Teen,Action,2014-12-02,2,2014,50000,1e+06,2.99,12,1,,2.3,23,4,0.100805,,2.0161,20,651322.235800344,473128.723404255
Ad Blocker for SayHi,Dating,1,4,Paid,Teen,Dating,2018-08-02,2,2018,1200,100,3.99,8,1,2,,20,4,0.04,0.5,0.00333333333333333,0.0833333333333333,19562.57,19562.57
Google Korean Input,Tools,0,74819,Free,Everyone,Tools,2018-06-25,25,2018,,1e+08,0,6,,,7.1,19,3,0.00074819,,,,300009.696252466,300009.696252466
"Sticker Camera - Selfie Filters, Beauty Camera",Beauty,0,2277,Free,Everyone,Beauty,2018-07-12,12,2018,22000,5e+05,0,7,1,1,,46,7,0.004554,1,0.1035,22.7272727272727,7039.81818181818,7039.81818181818
CA Latam Partners,Business,1,0,Free,Everyone,Business,2018-08-03,3,2018,12000,10,0,8,1,1,4.3,17,3,0,1,0,0.000833333333333333,17597.0037878788,17597.0037878788
Galaxian(FC),Game,1,2,Paid,Everyone,Arcade,2015-11-13,13,2015,7800,100,1.99,11,1,0,2.3,12,1,0.02,0,0.000256410256410256,0.0128205128205128,651322.235800344,337298.201754386
X-Plane to GPS,Tools,1,161,Paid,Everyone,Tools,2018-03-04,4,2018,1200,5000,0.99,3,1,,4.4,14,3,0.0322,,0.134166666666667,4.16666666666667,300009.696252466,300009.696252466
Myth Defense 2: DF Platinum,Family,1,1764,Paid,Everyone 10+,Strategy,2016-06-22,22,2016,8300,10000,3.99,6,1,3,,27,5,0.1764,0.333333333333333,0.212530120481928,1.20481927710843,64330.0062836625,1495469.45614035
5 Minute Ab Workouts,Health_and_fitness,1,2067,Free,Everyone,Health & Fitness,2018-05-18,18,2018,8400,50000,0,5,2,0,4.1,20,4,0.04134,0,0.246071428571429,5.95238095238095,59146.6588235294,58696.7965116279
Job Korea - Career Jobs,Business,1,10600,Free,Everyone,Business,2018-08-01,1,2018,6500,1e+06,0,8,2,5,4,23,5,0.0106,0.4,1.63076923076923,153.846153846154,17597.0037878788,17597.0037878788
Free english course,Education,1,142632,Free,Everyone,Education,2018-07-12,12,2018,6900,5e+06,0,7,2,8,4.1,19,3,0.0285264,0.25,20.6713043478261,724.63768115942,154339.301369863,33912.0745920746
Creative CD Letter Holder,Lifestyle,1,0,Free,Everyone,Lifestyle,2017-11-15,15,2017,13000,10,0,11,7,1,4,25,4,0,7,0,0.000769230769230769,38441.6803652968,38441.6803652968
Bitcoin BX Thailand,Finance,0,120,Free,Everyone,Finance,2017-10-23,23,2017,31000,10000,0,10,4,1,,19,3,0.012,4,0.00387096774193548,0.32258064516129,44660.4509803922,44660.4509803922
FIFA 16 Soccer,Sports,1,820577,Free,Everyone,Sports,2017-01-25,25,2017,30000,1e+07,0,1,3,3,4.4,14,3,0.0820577,1,27.3525666666667,333.333333333333,102687.961904762,169652.671296296
VZ Navigator,Travel_and_local,0,16101,Free,Everyone,Travel & Local,2018-01-22,22,2018,,5e+07,0,1,,,4.2,12,2,0.00032202,,,,160462.488721805,160462.488721805
CreditWise from Capital One,Finance,1,26587,Free,Everyone,Finance,2018-07-19,19,2018,8400,1e+06,0,7,1,18,4.4,27,4,0.026587,0.0555555555555556,3.16511904761905,119.047619047619,44660.4509803922,44660.4509803922
DB LINK RGB,Tools,0,7,Free,Everyone,Tools,2017-06-19,19,2017,5200,500,0,6,1,0,4.4,11,3,0.014,0,0.00134615384615385,0.0961538461538462,300009.696252466,300009.696252466
Calvary.ch App,Lifestyle,1,10,Free,Teen,Lifestyle,2018-06-25,25,2018,7700,500,0,6,3,8,4.1,14,2,0.02,0.375,0.0012987012987013,0.0649350649350649,38441.6803652968,38441.6803652968
Used car search Goo net whole car Go to net,Auto_and_vehicles,0,5414,Free,Everyone,Auto & Vehicles,2018-07-23,23,2018,18000,1e+06,0,7,3,20,4.4,43,10,0.005414,0.15,0.300777777777778,55.5555555555556,18733.3461538462,18733.3461538462
Photo Warp,Family,0,353342,Free,Everyone,Entertainment,2017-11-24,24,2017,13000,5e+07,0,11,2,0,4,10,2,0.00706684,0,27.1801538461538,3846.15384615385,64330.0062836625,109901.17827298
Ghost Hunting camera,Game,0,3048,Free,Teen,Action,2017-03-06,6,2017,24000,5e+05,0,3,1,1,2.3,20,3,0.006096,1,0.127,20.8333333333333,651322.235800344,473128.723404255
Firefox Browser fast & private,Communication,1,3075028,Free,Everyone,Communication,2018-07-10,10,2018,,1e+08,0,7,,,,30,5,0.03075028,,,,1284007.25128205,1284007.25128205
Mahalaxmi Dindarshika 2018,Productivity,1,25427,Free,Everyone,Productivity,2018-01-05,5,2018,9200,1e+06,0,1,18,0,4,26,3,0.025427,0,2.76380434782609,108.695652173913,152064.489270386,152064.489270386
Kids Corner: Interactive Tales and Games for kids,Family,1,6404,Free,Everyone,Education,2018-07-16,16,2018,46000,5e+05,0,7,1,8,4.1,49,8,0.012808,0.125,0.139217391304348,10.8695652173913,64330.0062836625,33912.0745920746
B'H BURGER HEIM,Lifestyle,1,0,Free,Everyone,Lifestyle,2016-05-26,26,2016,20000,10,0,5,1,0,4,15,3,0,0,0,5e-04,38441.6803652968,38441.6803652968
Tank Stars,Game,1,174755,Free,Everyone 10+,Arcade,2018-07-11,11,2018,98000,1e+07,0,7,1,1,5,10,2,0.0174755,1,1.78321428571429,102.040816326531,651322.235800344,337298.201754386
Polaris Office for LG,Business,1,30847,Free,Everyone,Business,2018-02-08,8,2018,55000,5e+06,0,2,7,3,4.1,21,4,0.0061694,2.33333333333333,0.560854545454546,90.9090909090909,17597.0037878788,17597.0037878788
My Study Life - School Planner,Education,1,47847,Free,Everyone,Education,2017-06-13,13,2017,21000,1e+06,0,6,6,1,,30,6,0.047847,6,2.27842857142857,47.6190476190476,154339.301369863,33912.0745920746
FK Teplice,Sports,1,2,Free,Everyone,Sports,2018-03-01,1,2018,26000,50,0,3,1,0,4.1,10,2,0.04,0,7.69230769230769e-05,0.00192307692307692,102687.961904762,169652.671296296
AY Recruitment,Business,1,1,Free,Everyone,Business,2018-05-22,22,2018,4000,10,0,5,1,1,4.4,14,2,0.1,1,0.00025,0.0025,17597.0037878788,17597.0037878788
Bingo by IGG: Top Bingo+Slots!,Game,1,183343,Free,Teen,Casino,2018-05-28,28,2018,20000,5e+06,0,5,1,5,2.3,30,5,0.0366686,0.2,9.16715,250,651322.235800344,166196.608695652
Sportractive GPS Running Cycling Distance Tracker,Health_and_fitness,1,48276,Free,Everyone,Health & Fitness,2018-08-04,4,2018,7500,1e+06,0,8,3,0,4.4,49,6,0.048276,0,6.4368,133.333333333333,59146.6588235294,58696.7965116279
Google Slides,Productivity,1,244567,Free,Everyone,Productivity,2018-08-06,6,2018,,1e+08,0,8,,,,13,2,0.00244567,,,,152064.489270386,152064.489270386
Convert Coordinates DM to DMS,Maps_and_navigation,1,15,Free,Everyone,Maps & Navigation,2013-02-03,3,2013,164,5000,0,2,1,6,2.2,29,5,0.003,0.166666666666667,0.0914634146341463,30.4878048780488,48306.2567567568,48306.2567567568
I am rich (Most expensive app),Finance,1,129,Paid,Teen,Finance,2017-12-06,6,2017,2700,1000,399.99,12,2,,,30,6,0.129,,0.0477777777777778,0.37037037037037,44660.4509803922,44660.4509803922
Ek Onkar,Family,1,107,Free,Everyone,Entertainment,2016-04-03,3,2016,18000,10000,0,4,1,3,4,8,2,0.0107,0.333333333333333,0.00594444444444444,0.555555555555556,64330.0062836625,109901.17827298
E!,Family,0,740,Free,Teen,Entertainment,2018-05-24,24,2018,20000,1e+05,0,5,3,3,4.4,2,1,0.0074,1,0.037,5,64330.0062836625,109901.17827298
Alif Ba Ta Bullseye,Family,1,1,Paid,Everyone,Education,2016-05-30,30,2016,16000,5,1.99,5,1,1,2.2,19,4,0.2,1,6.25e-05,0.0003125,64330.0062836625,33912.0745920746
BV Taxi Sudan,Maps_and_navigation,0,8,Free,Everyone,Maps & Navigation,2018-01-17,17,2018,26000,10,0,1,1,2,4.1,13,3,0.8,0.5,0.000307692307692308,0.000384615384615385,48306.2567567568,48306.2567567568
Cristiano Ronaldo Wallpaper,Sports,1,1733,Free,Everyone,Sports,2018-07-17,17,2018,19000,5e+05,0,7,2,1,4.1,27,3,0.003466,2,0.0912105263157895,26.3157894736842,102687.961904762,169652.671296296
AndStream - Streaming Download,Video_players,1,38607,Free,Everyone,Video Players & Editors,2017-03-19,19,2017,2900,1e+06,0,3,3,1,2.3,30,4,0.038607,3,13.3127586206897,344.827586206897,329225.936170213,326179.12631579
Brightest Flashlight Free ®,Tools,1,1335799,Free,Everyone,Tools,2017-10-27,27,2017,3800,5e+07,0,10,2,5,4.2,27,4,0.02671598,0.4,351.526052631579,13157.8947368421,300009.696252466,300009.696252466
Extreme Racing 2 - Real driving RC cars game!,Family,1,4207,Free,Everyone,Racing,2017-08-31,31,2017,93000,5e+05,0,8,1,1,4.1,45,9,0.008414,1,0.0452365591397849,5.37634408602151,64330.0062836625,602320.983050848
"Meet U - Get Friends for Snapchat, Kik & Instagram",Social,1,4435,Free,Mature 17+,Social,2018-05-25,25,2018,5400,1e+05,0,5,1,0,,50,10,0.04435,0,0.821296296296296,18.5185185185185,1290707.14925373,1290707.14925373
Theme Android P Black design for LG V30,Personalization,1,8,Paid,Everyone,Personalization,2018-04-06,6,2018,6200,100,1.49,4,1,1,7,39,8,0.08,1,0.00129032258064516,0.0161290322580645,131428.547169811,131428.547169811
DB Customer Connect,Business,1,100,Free,Everyone,Business,2018-07-21,21,2018,6300,10000,0,7,2,0,4.1,19,3,0.01,0,0.0158730158730159,1.58730158730159,17597.0037878788,17597.0037878788
Augment - 3D Augmented Reality,Business,1,25195,Free,Everyone,Business,2018-02-26,26,2018,21000,1e+06,0,2,,4,,30,5,0.025195,,1.1997619047619,47.6190476190476,17597.0037878788,17597.0037878788
Ac remote control,Tools,0,822,Free,Everyone,Tools,2017-02-27,27,2017,5000,50000,0,2,1,1,2.3,17,3,0.01644,1,0.1644,10,300009.696252466,300009.696252466
DW Uninstall Applications,Tools,1,0,Free,Everyone,Tools,2017-02-05,5,2017,2500,10,0,2,1,0,2.3,25,3,0,0,0,0.004,300009.696252466,300009.696252466
CB Frequencies,Tools,0,5,Paid,Everyone,Tools,2015-12-24,24,2015,1400,100,0.99,12,1,0,,14,2,0.05,0,0.00357142857142857,0.0714285714285714,300009.696252466,300009.696252466
BC Hospital Wait Times,Medical,1,8,Free,Everyone,Medical,2016-01-19,19,2016,1200,500,0,1,1,2,4.1,22,4,0.016,0.5,0.00666666666666667,0.416666666666667,2982.98023715415,2982.98023715415
Inf VPN - Global Proxy & Unlimited Free WIFI VPN,Tools,1,61445,Free,Everyone,Tools,2018-07-26,26,2018,7800,1e+06,0,7,1,9,4.1,48,10,0.061445,0.111111111111111,7.8775641025641,128.205128205128,300009.696252466,300009.696252466
Bualuang mBanking,Finance,0,48445,Free,Everyone,Finance,2018-07-16,16,2018,10000,5e+06,0,7,2,6,,17,2,0.009689,0.333333333333333,4.8445,500,44660.4509803922,44660.4509803922
Alpha Bank CY,Finance,1,39,Free,Everyone,Finance,2018-03-20,20,2018,20000,1000,0,3,1,11,4.3,13,3,0.039,0.0909090909090909,0.00195,0.05,44660.4509803922,44660.4509803922
Esporte Interativo - Notícias e Resultados Ao Vivo,Sports,1,4600,Free,Everyone,Sports,2018-01-14,14,2018,21000,5e+05,0,1,6,2,4.1,50,8,0.0092,3,0.219047619047619,23.8095238095238,102687.961904762,169652.671296296
Talking Ben the Dog,Entertainment,1,1633682,Free,Everyone,Entertainment,2018-07-03,3,2018,57000,1e+08,0,7,3,5,4.1,19,4,0.01633682,0.6,28.6610877192982,1754.38596491228,356413.698113208,109901.17827298
Word Search Games in english,Family,1,63186,Free,Everyone,Puzzle,2018-07-12,12,2018,16000,1e+07,0,7,7,5,,28,5,0.0063186,1.4,3.949125,625,64330.0062836625,180459.85
İşCep,Finance,1,381788,Free,Everyone,Finance,2018-08-02,2,2018,32000,1e+07,0,8,3,22,4.1,5,1,0.0381788,0.136363636363636,11.930875,312.5,44660.4509803922,44660.4509803922
SUDOKU,Libraries_and_demo,1,923,Free,Everyone,Libraries & Demo,2015-10-15,15,2015,4300,1e+05,0,10,3,1,2.3,6,1,0.00923,3,0.214651162790698,23.2558139534884,15650.9591836735,15650.9591836735
Superhero Doctor 3 ER Surgery,Family,1,2801,Free,Everyone,Casual,2017-03-22,22,2017,50000,5e+05,0,3,1,0,,29,5,0.005602,0,0.05602,10,64330.0062836625,610450.131944445
FK Bregalnica Štip,Sports,1,0,Free,Everyone,Sports,2018-02-24,24,2018,26000,1,0,2,1,0,4.1,18,3,0,0,0,3.84615384615385e-05,102687.961904762,169652.671296296
EC Sampler,Productivity,1,0,Free,Everyone,Productivity,2018-07-31,31,2018,30000,1,0,7,1,4,,10,2,0,0.25,0,3.33333333333333e-05,152064.489270386,152064.489270386
Hopper - Watch & Book Flights,Travel_and_local,1,52029,Free,Everyone,Travel & Local,2018-06-29,29,2018,,5e+06,0,6,,,5,29,6,0.0104058,,,,160462.488721805,160462.488721805
AF Nutrition - Integratori,Health_and_fitness,1,6,Free,Everyone,Health & Fitness,2018-08-02,2,2018,19000,100,0,8,1,3,4.1,26,4,0.06,0.333333333333333,0.000315789473684211,0.00526315789473684,59146.6588235294,58696.7965116279
BU Questrom Launch,Travel_and_local,1,3,Free,Everyone,Travel & Local,2015-07-17,17,2015,10000,100,0,7,1,0,3,18,3,0.03,0,3e-04,0.01,160462.488721805,160462.488721805
News 8 San Diego,News_and_magazines,1,1137,Free,Everyone,News & Magazines,2018-07-23,23,2018,11000,50000,0,7,5,5,4.3,16,4,0.02274,1,0.103363636363636,4.54545454545455,121595.671328671,121595.671328671
GPS Traffic Speedcam Route Planner by ViaMichelin,Maps_and_navigation,1,63920,Free,Everyone,Maps & Navigation,2018-07-28,28,2018,29000,5e+06,0,7,7,16,,49,7,0.012784,0.4375,2.20413793103448,172.413793103448,48306.2567567568,48306.2567567568
Al Quran (Tafsir & by Word),Books_and_reference,1,57400,Free,Everyone,Books & Reference,2018-07-30,30,2018,14000,5e+05,0,7,1,6,4,27,6,0.1148,0.166666666666667,4.1,35.7142857142857,49897.8571428571,49076.9917355372
CG BILASPUR CARNIVAL,Events,0,59,Free,Everyone,Events,2018-04-11,11,2018,1800,5000,0,4,1,5,4,20,3,0.0118,0.2,0.0327777777777778,2.77777777777778,3103.18421052632,3103.18421052632
FilmoraGo - Free Video Editor,Video_players,1,238459,Free,Everyone,Video Players & Editors,2018-06-06,6,2018,35000,1e+07,0,6,3,1,4.2,29,5,0.0238459,3,6.81311428571429,285.714285714286,329225.936170213,326179.12631579
Black Classic DW Watch Theme,Personalization,1,1,Free,Everyone,Personalization,2018-07-25,25,2018,2900,100,0,7,1,1,4,28,5,0.01,1,0.000344827586206897,0.0344827586206897,131428.547169811,131428.547169811
Doctr – ER wait times in Canada,Medical,1,980,Free,Everyone,Medical,2018-08-04,4,2018,,50000,0,8,2,2,,31,7,0.0196,1,,,2982.98023715415,2982.98023715415
Soccer Clubs Logo Quiz,Game,1,21661,Free,Everyone,Trivia,2018-05-24,24,2018,16000,1e+06,0,5,1,3,4,22,4,0.021661,0.333333333333333,1.3538125,62.5,651322.235800344,21447.25
Bar BQ Night Middlesbrough,Shopping,1,0,Free,Teen,Shopping,2018-07-02,2,2018,19000,100,0,7,5,13,4.1,26,4,0,0.384615384615385,0,0.00526315789473684,204691.669811321,204691.669811321
Chess Free,Family,1,23772,Free,Everyone,Board,2017-08-02,2,2017,17000,5e+06,0,8,1,15,2.3,10,2,0.0047544,0.0666666666666667,1.39835294117647,294.117647058824,64330.0062836625,58453.775
CircleCI Viewer,Productivity,1,16,Free,Everyone,Productivity,2017-08-23,23,2017,3200,1000,0,8,1,3,4.4,15,2,0.016,0.333333333333333,0.005,0.3125,152064.489270386,152064.489270386
Davis's Drug Guide for Nurses,Medical,1,572,Free,Everyone,Medical,2018-07-13,13,2018,44000,50000,0,7,4,3,4.4,29,5,0.01144,1.33333333333333,0.013,1.13636363636364,2982.98023715415,2982.98023715415
Aura Hair Group BC,Beauty,1,0,Free,Everyone,Beauty,2018-04-23,23,2018,,100,0,4,,,,18,4,0,,,,7039.81818181818,7039.81818181818
WatchESPN,Sports,1,288809,Free,Everyone,Sports,2017-09-27,27,2017,6600,1e+07,0,9,2,5,4.4,9,1,0.0288809,0.4,43.7589393939394,1515.15151515152,102687.961904762,169652.671296296
3D Color by Number with Voxels,Family,1,5481,Free,Everyone,Entertainment,2018-07-07,7,2018,69000,5e+05,0,7,1,3,4.4,30,6,0.010962,0.333333333333333,0.0794347826086957,7.2463768115942,64330.0062836625,109901.17827298
Safe Ag Systems™,Business,1,3,Free,Everyone,Business,2018-07-22,22,2018,36000,100,0,7,2,0,,16,3,0.03,0,8.33333333333333e-05,0.00277777777777778,17597.0037878788,17597.0037878788
FJ Toolkit,Tools,1,1,Paid,Everyone,Tools,2015-12-21,21,2015,2500,100,1.49,12,14,,4,10,2,0.01,,4e-04,0.04,300009.696252466,300009.696252466
Da Fit,Sports,0,1151,Free,Everyone,Sports,2018-07-23,23,2018,8300,10000,0,7,,0,4.4,6,2,0.1151,,0.138674698795181,1.20481927710843,102687.961904762,169652.671296296
AV HD Video Player,Family,0,6,Free,Everyone,Entertainment,2018-01-19,19,2018,23000,1000,0,1,1,0,4.4,18,4,0.006,0,0.000260869565217391,0.0434782608695652,64330.0062836625,109901.17827298
Start the Hunt for the Lost Treasure,Family,0,302,Free,Everyone,Puzzle,2017-09-13,13,2017,8100,10000,0,9,1,4,,36,7,0.0302,0.25,0.0372839506172839,1.23456790123457,64330.0062836625,180459.85
The green alien dance,Entertainment,0,6979,Free,Everyone,Entertainment,2018-07-05,5,2018,12000,1e+06,0,7,1,3,4,21,4,0.006979,0.333333333333333,0.581583333333333,83.3333333333333,356413.698113208,109901.17827298
Ethical Hacking,Family,1,128,Free,Everyone,Education,2018-07-09,9,2018,3200,10000,0,7,1,3,,15,2,0.0128,0.333333333333333,0.04,3.125,64330.0062836625,33912.0745920746
Alex Fuel Calculator for EK,Tools,1,19,Free,Everyone,Tools,2018-06-15,15,2018,3300,500,0,6,1,8,2.1,27,5,0.038,0.125,0.00575757575757576,0.151515151515152,300009.696252466,300009.696252466
Major Mayhem,Game,1,520962,Free,Teen,Action,2017-06-28,28,2017,39000,1e+07,0,6,,,4,12,2,0.0520962,,13.358,256.410256410256,651322.235800344,473128.723404255
LightMeter (noAds),Photography,1,617,Paid,Everyone,Photography,2016-11-22,22,2016,12000,10000,1.99,11,1,5,3.2,18,2,0.0617,0.2,0.0514166666666667,0.833333333333333,379773.567901235,379773.567901235
Manga Net – Best Online Manga Reader,Comics,1,1010,Free,Mature 17+,Comics,2018-07-07,7,2018,11000,50000,0,7,1,5,4.1,36,7,0.0202,0.2,0.0918181818181818,4.54545454545455,52594.2702702703,52594.2702702703
ReadEra – free ebook reader,Books_and_reference,1,47303,Free,Everyone,Books & Reference,2018-06-02,2,2018,21000,1e+06,0,6,18,5,4.1,27,5,0.047303,3.6,2.25252380952381,47.6190476190476,49897.8571428571,49076.9917355372
DU Browser Mini(Small&Fast),Tools,1,20941,Free,Everyone,Tools,2016-12-23,23,2016,2000,1e+06,0,12,1,12,4,27,3,0.020941,0.0833333333333333,10.4705,500,300009.696252466,300009.696252466
Arabic Alphabet Alif Ba Ta Wooden Blocks,Family,1,66,Free,Everyone,Education,2018-02-25,25,2018,17000,10000,0,2,1,0,2.3,40,7,0.0066,0,0.00388235294117647,0.588235294117647,64330.0062836625,33912.0745920746
Real Basketball,Sports,1,1605267,Free,Everyone,Sports,2016-12-05,5,2016,,1e+07,0,12,,,,15,2,0.1605267,,,,102687.961904762,169652.671296296
Candy Crush Soda Saga,Game,1,6198563,Free,Everyone,Casual,2018-07-10,10,2018,67000,1e+08,0,7,1,,4.1,21,4,0.06198563,,92.5158656716418,1492.53731343284,651322.235800344,610450.131944445
The World Ends With You,Game,1,4108,Paid,Everyone 10+,Arcade,2015-12-14,14,2015,13000,10000,17.99,12,1,0,4,23,5,0.4108,0,0.316,0.769230769230769,651322.235800344,337298.201754386
Feed Baby - Baby Tracker,Parenting,1,76795,Free,Everyone,Parenting,2018-08-01,1,2018,18000,1e+06,0,8,2,0,4.1,24,5,0.076795,0,4.26638888888889,55.5555555555556,4971.68421052632,4971.68421052632
"Easy Resume Builder, Resume help, Curriculum vitae",Tools,1,996,Free,Everyone,Tools,2017-09-28,28,2017,10000,50000,0,9,2,3,,50,7,0.01992,0.666666666666667,0.0996,5,300009.696252466,300009.696252466
Clear,Tools,0,24151,Free,Everyone,Tools,2018-08-06,6,2018,15000,1e+07,0,8,11,7,4.1,5,1,0.0024151,1.57142857142857,1.61006666666667,666.666666666667,300009.696252466,300009.696252466
AE GTO Racing,Game,0,6988,Free,Everyone 10+,Racing,2015-09-24,24,2015,35000,1e+05,0,9,,,,13,3,0.06988,,0.199657142857143,2.85714285714286,651322.235800344,602320.983050848
OpenGL-ES Info,Tools,1,249,Free,Everyone,Tools,2013-08-08,8,2013,626,10000,0,8,1,4,1.6,14,2,0.0249,0.25,0.39776357827476,15.9744408945687,300009.696252466,300009.696252466
AH Connect (Adventist Health),Health_and_fitness,0,5,Free,Everyone,Health & Fitness,2018-01-23,23,2018,59000,1000,0,1,3,5,4.4,29,4,0.005,0.6,8.47457627118644e-05,0.0169491525423729,59146.6588235294,58696.7965116279
Ay Hasnain k Nana Milad Naat,Books_and_reference,1,72,Free,Everyone,Books & Reference,2015-12-21,21,2015,1900,10000,0,12,1,0,2.3,28,6,0.0072,0,0.0378947368421053,5.26315789473684,49897.8571428571,49076.9917355372
The Visitor,Game,1,39895,Free,Mature 17+,Adventure,2018-01-02,2,2018,25000,5e+06,0,1,1,2,4.1,11,2,0.007979,0.5,1.5958,200,651322.235800344,350283.321428571
Radarbot Free: Speed Camera Detector & Speedometer,Maps_and_navigation,1,44348,Free,Everyone,Maps & Navigation,2018-07-06,6,2018,11000,5e+06,0,7,6,2,4.1,50,7,0.0088696,3,4.03163636363636,454.545454545455,48306.2567567568,48306.2567567568
CT Checkout,Finance,1,1,Free,Everyone,Finance,2017-04-20,20,2017,8400,50,0,4,1,2,4.2,11,2,0.02,0.5,0.000119047619047619,0.00595238095238095,44660.4509803922,44660.4509803922
Robocar X Ray,Game,1,3432,Free,Mature 17+,Action,2017-01-23,23,2017,99000,1e+06,0,1,1,0,2.3,13,3,0.003432,0,0.0346666666666667,10.1010101010101,651322.235800344,473128.723404255
Funny videos for whatsapp,Video_players,1,3066,Free,Everyone,Video Players & Editors,2017-12-17,17,2017,9000,1e+06,0,12,1,7,,25,4,0.003066,0.142857142857143,0.340666666666667,111.111111111111,329225.936170213,326179.12631579
Glitter Color By Number - Glitter Number Coloring,Family,0,1380,Free,Everyone,Entertainment,2018-07-18,18,2018,6900,5e+05,0,7,1,6,4,49,8,0.00276,0.166666666666667,0.2,72.463768115942,64330.0062836625,109901.17827298
Coloring & Learn,Family,1,12753,Free,Everyone,Education,2018-07-17,17,2018,51000,5e+06,0,7,1,49,,16,3,0.0025506,0.0204081632653061,0.250058823529412,98.0392156862745,64330.0062836625,33912.0745920746
Tropical Beach Live Wallpaper,Personalization,0,11343,Free,Everyone,Personalization,2018-05-22,22,2018,8400,1e+06,0,5,18,0,4.1,29,4,0.011343,0,1.35035714285714,119.047619047619,131428.547169811,131428.547169811
Ez Texting,Business,0,49,Free,Everyone,Business,2012-01-18,18,2012,51,10000,0,1,0,,2.1,10,2,0.0049,,0.96078431372549,196.078431372549,17597.0037878788,17597.0037878788
